PLAN,AGE,CNTL,CV0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
1L10SO,63,00,,,.00,3.00,35.00,66.00,98.00,130.00,162.00,194.00,M,ST,01,0000,00,19000101
1L10SO,63,01,225.00,256.00,286.00,316.00,345.00,373.00,400.00,427.00,454.00,480.00,M,ST,01,0000,00,19000101
1L10SO,63,02,506.00,530.00,554.00,577.00,599.00,621.00,643.00,665.00,689.00,715.00,M,ST,01,0000,00,19000101
1L10SO,63,03,745.00,783.00,831.00,898.00,912.00,927.00,941.00,953.00,,,M,ST,01,0000,00,19000101
1L10SO,63,00,,,.00,4.00,36.00,69.00,101.00,133.00,166.00,198.00,M,PR,01,0000,00,19000101
1L10SO,63,01,230.00,262.00,293.00,323.00,352.00,381.00,409.00,437.00,464.00,490.00,M,PR,01,0000,00,19000101
1L10SO,63,02,516.00,541.00,565.00,588.00,611.00,632.00,653.00,675.00,698.00,724.00,M,PR,01,0000,00,19000101
1L10SO,63,03,753.00,789.00,835.00,898.00,912.00,927.00,941.00,953.00,,,M,PR,01,0000,00,19000101
1L10SO,63,00,,,.00,6.00,39.00,71.00,103.00,135.00,166.00,198.00,M,SM,01,0000,00,19000101
1L10SO,63,01,229.00,259.00,288.00,317.00,344.00,370.00,395.00,420.00,444.00,468.00,M,SM,01,0000,00,19000101
1L10SO,63,02,491.00,514.00,535.00,556.00,576.00,596.00,617.00,639.00,662.00,690.00,M,SM,01,0000,00,19000101
1L10SO,63,03,723.00,765.00,821.00,898.00,912.00,927.00,941.00,953.00,,,M,SM,01,0000,00,19000101
1L10SO,64,00,,,.00,29.00,59.00,89.00,120.00,152.00,184.00,217.00,F,ST,01,0000,00,19000101
1L10SO,64,01,249.00,281.00,312.00,344.00,375.00,405.00,436.00,466.00,495.00,524.00,F,ST,01,0000,00,19000101
1L10SO,64,02,551.00,578.00,604.00,629.00,654.00,679.00,705.00,732.00,762.00,797.00,F,ST,01,0000,00,19000101
1L10SO,64,03,840.00,897.00,912.00,927.00,941.00,953.00,1000.00,,,,F,ST,01,0000,00,19000101
1L10SO,64,00,,,.00,1.00,30.00,60.00,91.00,123.00,155.00,187.00,F,PR,01,0000,00,19000101
1L10SO,64,01,219.00,252.00,284.00,315.00,347.00,378.00,408.00,439.00,469.00,498.00,F,PR,01,0000,00,19000101
1L10SO,64,02,527.00,554.00,581.00,607.00,632.00,657.00,681.00,707.00,734.00,764.00,F,PR,01,0000,00,19000101
1L10SO,64,03,798.00,841.00,897.00,912.00,927.00,941.00,953.00,,,,F,PR,01,0000,00,19000101
1L10SO,64,00,,,.00,28.00,58.00,89.00,121.00,153.00,185.00,217.00,F,SM,01,0000,00,19000101
1L10SO,64,01,249.00,280.00,311.00,341.00,371.00,401.00,430.00,459.00,487.00,515.00,F,SM,01,0000,00,19000101
1L10SO,64,02,542.00,568.00,593.00,617.00,641.00,666.00,692.00,720.00,752.00,789.00,F,SM,01,0000,00,19000101
1L10SO,64,03,835.00,897.00,912.00,927.00,941.00,953.00,1000.00,,,,F,SM,01,0000,00,19000101
1L10SO,64,00,,,.00,5.00,38.00,71.00,103.00,136.00,169.00,201.00,M,ST,01,0000,00,19000101
1L10SO,64,01,233.00,265.00,295.00,325.00,354.00,382.00,410.00,437.00,464.00,491.00,M,ST,01,0000,00,19000101
1L10SO,64,02,516.00,541.00,564.00,587.00,610.00,632.00,655.00,680.00,707.00,739.00,M,ST,01,0000,00,19000101
1L10SO,64,03,778.00,828.00,898.00,912.00,927.00,941.00,953.00,,,,M,ST,01,0000,00,19000101
1L10SO,64,00,,,.00,7.00,40.00,73.00,106.00,140.00,173.00,206.00,M,PR,01,0000,00,19000101
1L10SO,64,01,239.00,271.00,302.00,332.00,362.00,391.00,419.00,447.00,475.00,501.00,M,PR,01,0000,00,19000101
1L10SO,64,02,527.00,552.00,576.00,599.00,621.00,643.00,666.00,690.00,716.00,746.00,M,PR,01,0000,00,19000101
1L10SO,64,03,784.00,832.00,898.00,912.00,927.00,941.00,953.00,,,,M,PR,01,0000,00,19000101
1L10SO,64,00,,,.00,8.00,41.00,74.00,107.00,140.00,172.00,204.00,M,SM,01,0000,00,19000101
1L10SO,64,01,235.00,265.00,295.00,322.00,349.00,376.00,401.00,426.00,451.00,475.00,M,SM,01,0000,00,19000101
1L10SO,64,02,498.00,520.00,542.00,562.00,583.00,605.00,627.00,652.00,681.00,715.00,M,SM,01,0000,00,19000101
1L10SO,64,03,759.00,817.00,898.00,912.00,927.00,941.00,953.00,,,,M,SM,01,0000,00,19000101
1L10SO,65,00,,,.00,31.00,62.00,94.00,127.00,160.00,194.00,227.00,F,ST,01,0000,00,19000101
1L10SO,65,01,260.00,292.00,324.00,356.00,388.00,419.00,450.00,480.00,510.00,538.00,F,ST,01,0000,00,19000101
1L10SO,65,02,566.00,592.00,618.00,644.00,670.00,697.00,725.00,756.00,793.00,838.00,F,ST,01,0000,00,19000101
1L10SO,65,03,897.00,912.00,927.00,941.00,953.00,1000.00,,,,,F,ST,01,0000,00,19000101
1L10SO,65,00,,,.00,1.00,32.00,63.00,96.00,129.00,162.00,195.00,F,PR,01,0000,00,19000101
1L10SO,65,01,229.00,262.00,294.00,327.00,359.00,390.00,422.00,452.00,483.00,512.00,F,PR,01,0000,00,19000101
1L10SO,65,02,541.00,568.00,595.00,621.00,646.00,672.00,698.00,727.00,758.00,794.00,F,PR,01,0000,00,19000101
1L10SO,65,03,838.00,897.00,912.00,927.00,941.00,953.00,,,,,F,PR,01,0000,00,19000101
1L10SO,65,00,,,.00,1.00,32.00,64.00,96.00,129.00,162.00,195.00,F,SM,01,0000,00,19000101
1L10SO,65,01,228.00,260.00,292.00,323.00,354.00,384.00,414.00,444.00,473.00,502.00,F,SM,01,0000,00,19000101
1L10SO,65,02,529.00,556.00,581.00,607.00,632.00,657.00,684.00,713.00,746.00,784.00,F,SM,01,0000,00,19000101
1L10SO,65,03,833.00,897.00,912.00,927.00,941.00,953.00,,,,,F,SM,01,0000,00,19000101
1L10SO,65,00,,,.00,8.00,41.00,75.00,109.00,143.00,176.00,209.00,M,ST,01,0000,00,19000101
1L10SO,65,01,241.00,273.00,303.00,333.00,362.00,391.00,420.00,447.00,475.00,501.00,M,ST,01,0000,00,19000101
1L10SO,65,02,526.00,551.00,574.00,598.00,621.00,645.00,670.00,698.00,731.00,772.00,M,ST,01,0000,00,19000101
1L10SO,65,03,825.00,898.00,912.00,927.00,941.00,953.00,,,,,M,ST,01,0000,00,19000101
1L10SO,65,00,,,.00,9.00,43.00,78.00,112.00,147.00,181.00,215.00,M,PR,01,0000,00,19000101
1L10SO,65,01,248.00,280.00,311.00,341.00,371.00,401.00,430.00,458.00,486.00,512.00,M,PR,01,0000,00,19000101
1L10SO,65,02,538.00,562.00,586.00,609.00,632.00,655.00,680.00,708.00,739.00,778.00,M,PR,01,0000,00,19000101
1L10SO,65,03,829.00,898.00,912.00,927.00,941.00,953.00,,,,,M,PR,01,0000,00,19000101
1L10SO,65,00,,,.00,9.00,44.00,77.00,111.00,145.00,178.00,210.00,M,SM,01,0000,00,19000101
1L10SO,65,01,241.00,271.00,300.00,328.00,355.00,381.00,407.00,433.00,458.00,481.00,M,SM,01,0000,00,19000101
1L10SO,65,02,504.00,527.00,548.00,570.00,592.00,615.00,641.00,671.00,707.00,753.00,M,SM,01,0000,00,19000101
1L10SO,65,03,813.00,898.00,912.00,927.00,941.00,953.00,,,,,M,SM,01,0000,00,19000101
1L10SO,66,00,,,.00,3.00,35.00,68.00,102.00,136.00,171.00,205.00,F,ST,01,0000,00,19000101
1L10SO,66,01,239.00,272.00,305.00,338.00,370.00,403.00,434.00,465.00,496.00,525.00,F,ST,01,0000,00,19000101
1L10SO,66,02,554.00,581.00,608.00,634.00,661.00,688.00,718.00,750.00,788.00,835.00,F,ST,01,0000,00,19000101
1L10SO,66,03,897.00,912.00,927.00,941.00,953.00,,,,,,F,ST,01,0000,00,19000101
1L10SO,66,00,,,.00,4.00,36.00,70.00,103.00,138.00,172.00,206.00,F,PR,01,0000,00,19000101
1L10SO,66,01,240.00,274.00,307.00,340.00,373.00,405.00,437.00,468.00,498.00,527.00,F,PR,01,0000,00,19000101
1L10SO,66,02,556.00,583.00,610.00,636.00,663.00,690.00,719.00,752.00,789.00,836.00,F,PR,01,0000,00,19000101
1L10SO,66,03,897.00,912.00,927.00,941.00,953.00,,,,,,F,PR,01,0000,00,19000101
1L10SO,66,00,,,.00,4.00,36.00,69.00,103.00,137.00,172.00,205.00,F,SM,01,0000,00,19000101
1L10SO,66,01,239.00,271.00,303.00,335.00,366.00,397.00,428.00,458.00,487.00,515.00,F,SM,01,0000,00,19000101
1L10SO,66,02,543.00,569.00,595.00,621.00,648.00,675.00,705.00,739.00,779.00,830.00,F,SM,01,0000,00,19000101
1L10SO,66,03,897.00,912.00,927.00,941.00,953.00,,,,,,F,SM,01,0000,00,19000101
1L10SO,66,00,,,.00,10.00,45.00,80.00,115.00,149.00,183.00,217.00,M,ST,01,0000,00,19000101
1L10SO,66,01,249.00,281.00,312.00,342.00,371.00,401.00,429.00,458.00,485.00,511.00,M,ST,01,0000,00,19000101
1L10SO,66,02,536.00,561.00,585.00,609.00,633.00,660.00,689.00,724.00,766.00,821.00,M,ST,01,0000,00,19000101
1L10SO,66,03,898.00,912.00,927.00,941.00,953.00,,,,,,M,ST,01,0000,00,19000101
1L10SO,66,00,,,.00,11.00,47.00,83.00,118.00,154.00,188.00,223.00,M,PR,01,0000,00,19000101
1L10SO,66,01,256.00,288.00,320.00,350.00,381.00,411.00,440.00,468.00,496.00,523.00,M,PR,01,0000,00,19000101
1L10SO,66,02,548.00,572.00,596.00,620.00,644.00,670.00,699.00,732.00,772.00,825.00,M,PR,01,0000,00,19000101
1L10SO,66,03,898.00,912.00,927.00,941.00,953.00,,,,,,M,PR,01,0000,00,19000101
1L10SO,66,00,,,.00,11.00,46.00,81.00,116.00,150.00,183.00,216.00,M,SM,01,0000,00,19000101
1L10SO,66,01,247.00,277.00,305.00,333.00,360.00,387.00,414.00,439.00,464.00,488.00,M,SM,01,0000,00,19000101
1L10SO,66,02,511.00,533.00,556.00,579.00,603.00,630.00,660.00,698.00,746.00,809.00,M,SM,01,0000,00,19000101
1L10SO,66,03,898.00,912.00,927.00,941.00,953.00,,,,,,M,SM,01,0000,00,19000101
1L10SO,67,00,,,.00,6.00,40.00,75.00,110.00,146.00,181.00,216.00,F,ST,01,0000,00,19000101
1L10SO,67,01,250.00,284.00,318.00,351.00,385.00,417.00,450.00,481.00,511.00,540.00,F,ST,01,0000,00,19000101
1L10SO,67,02,569.00,596.00,624.00,651.00,680.00,710.00,744.00,783.00,832.00,897.00,F,ST,01,0000,00,19000101
1L10SO,67,03,912.00,927.00,941.00,953.00,,,,,,,F,ST,01,0000,00,19000101
1L10SO,67,00,,,.00,7.00,41.00,76.00,111.00,147.00,182.00,217.00,F,PR,01,0000,00,19000101
1L10SO,67,01,252.00,286.00,320.00,354.00,387.00,420.00,452.00,483.00,513.00,543.00,F,PR,01,0000,00,19000101
1L10SO,67,02,571.00,598.00,626.00,653.00,681.00,712.00,745.00,784.00,833.00,897.00,F,PR,01,0000,00,19000101
1L10SO,67,03,912.00,927.00,941.00,953.00,,,,,,,F,PR,01,0000,00,19000101
1L10SO,67,00,,,.00,7.00,41.00,76.00,111.00,146.00,181.00,215.00,F,SM,01,0000,00,19000101
1L10SO,67,01,249.00,282.00,315.00,347.00,379.00,410.00,441.00,472.00,501.00,529.00,F,SM,01,0000,00,19000101
1L10SO,67,02,556.00,583.00,610.00,637.00,666.00,697.00,732.00,774.00,827.00,897.00,F,SM,01,0000,00,19000101
1L10SO,67,03,912.00,927.00,941.00,953.00,,,,,,,F,SM,01,0000,00,19000101
1L10SO,67,00,,,.00,13.00,49.00,85.00,121.00,156.00,190.00,224.00,M,ST,01,0000,00,19000101
1L10SO,67,01,256.00,288.00,319.00,350.00,380.00,410.00,439.00,467.00,495.00,521.00,M,ST,01,0000,00,19000101
1L10SO,67,02,546.00,571.00,596.00,621.00,649.00,680.00,715.00,760.00,818.00,898.00,M,ST,01,0000,00,19000101
1L10SO,67,03,912.00,927.00,941.00,953.00,,,,,,,M,ST,01,0000,00,19000101
1L10SO,67,00,,,.00,14.00,51.00,88.00,124.00,160.00,196.00,230.00,M,PR,01,0000,00,19000101
1L10SO,67,01,263.00,296.00,328.00,359.00,390.00,421.00,450.00,479.00,506.00,532.00,M,PR,01,0000,00,19000101
1L10SO,67,02,558.00,582.00,607.00,632.00,659.00,689.00,724.00,766.00,821.00,898.00,M,PR,01,0000,00,19000101
1L10SO,67,03,912.00,927.00,941.00,953.00,,,,,,,M,PR,01,0000,00,19000101
1L10SO,67,00,,,.00,13.00,49.00,85.00,120.00,155.00,188.00,221.00,M,SM,01,0000,00,19000101
1L10SO,67,01,251.00,281.00,310.00,338.00,366.00,393.00,420.00,446.00,470.00,494.00,M,SM,01,0000,00,19000101
1L10SO,67,02,517.00,540.00,564.00,589.00,617.00,649.00,689.00,738.00,805.00,898.00,M,SM,01,0000,00,19000101
1L10SO,67,03,912.00,927.00,941.00,953.00,,,,,,,M,SM,01,0000,00,19000101
1L10SO,68,00,,,.00,10.00,46.00,82.00,119.00,155.00,191.00,226.00,F,ST,01,0000,00,19000101
1L10SO,68,01,262.00,296.00,331.00,365.00,399.00,432.00,464.00,496.00,526.00,555.00,F,ST,01,0000,00,19000101
1L10SO,68,02,584.00,612.00,641.00,670.00,702.00,737.00,778.00,829.00,897.00,912.00,F,ST,01,0000,00,19000101
1L10SO,68,03,927.00,941.00,953.00,,,,,,,,F,ST,01,0000,00,19000101
1L10SO,68,00,,,.00,11.00,47.00,83.00,120.00,156.00,192.00,228.00,F,PR,01,0000,00,19000101
1L10SO,68,01,263.00,298.00,333.00,367.00,401.00,434.00,467.00,498.00,528.00,557.00,F,PR,01,0000,00,19000101
1L10SO,68,02,586.00,614.00,643.00,672.00,703.00,738.00,779.00,829.00,897.00,912.00,F,PR,01,0000,00,19000101
1L10SO,68,03,927.00,941.00,953.00,,,,,,,,F,PR,01,0000,00,19000101
1L10SO,68,00,,,.00,11.00,47.00,83.00,119.00,155.00,190.00,225.00,F,SM,01,0000,00,19000101
1L10SO,68,01,259.00,293.00,326.00,359.00,392.00,424.00,455.00,485.00,514.00,543.00,F,SM,01,0000,00,19000101
1L10SO,68,02,570.00,598.00,626.00,656.00,688.00,725.00,768.00,823.00,897.00,912.00,F,SM,01,0000,00,19000101
1L10SO,68,03,927.00,941.00,953.00,,,,,,,,F,SM,01,0000,00,19000101
1L10SO,68,00,,,.00,15.00,53.00,90.00,126.00,162.00,197.00,230.00,M,ST,01,0000,00,19000101
1L10SO,68,01,263.00,296.00,327.00,359.00,389.00,420.00,449.00,477.00,504.00,530.00,M,ST,01,0000,00,19000101
1L10SO,68,02,556.00,582.00,609.00,637.00,669.00,707.00,753.00,814.00,898.00,912.00,M,ST,01,0000,00,19000101
1L10SO,68,03,927.00,941.00,953.00,,,,,,,,M,ST,01,0000,00,19000101
1L10SO,68,00,,,.00,17.00,55.00,93.00,130.00,167.00,202.00,237.00,M,PR,01,0000,00,19000101
1L10SO,68,01,271.00,304.00,336.00,368.00,400.00,430.00,460.00,489.00,516.00,542.00,M,PR,01,0000,00,19000101
1L10SO,68,02,568.00,593.00,620.00,647.00,679.00,715.00,759.00,817.00,898.00,912.00,M,PR,01,0000,00,19000101
1L10SO,68,03,927.00,941.00,953.00,,,,,,,,M,PR,01,0000,00,19000101
1L10SO,68,00,,,.00,16.00,53.00,89.00,125.00,159.00,193.00,225.00,M,SM,01,0000,00,19000101
1L10SO,68,01,256.00,286.00,315.00,344.00,372.00,399.00,426.00,451.00,476.00,500.00,M,SM,01,0000,00,19000101
1L10SO,68,02,524.00,549.00,575.00,604.00,638.00,679.00,731.00,800.00,898.00,912.00,M,SM,01,0000,00,19000101
1L10SO,68,03,927.00,941.00,953.00,,,,,,,,M,SM,01,0000,00,19000101
1L10SO,69,00,,,.00,14.00,51.00,89.00,127.00,164.00,201.00,237.00,F,ST,01,0000,00,19000101
1L10SO,69,01,273.00,309.00,344.00,379.00,413.00,447.00,479.00,510.00,541.00,570.00,F,ST,01,0000,00,19000101
1L10SO,69,02,599.00,629.00,660.00,692.00,729.00,772.00,825.00,897.00,912.00,927.00,F,ST,01,0000,00,19000101
1L10SO,69,03,941.00,953.00,,,,,,,,,F,ST,01,0000,00,19000101
1L10SO,69,00,,,.00,14.00,52.00,90.00,128.00,165.00,202.00,238.00,F,PR,01,0000,00,19000101
1L10SO,69,01,275.00,310.00,346.00,381.00,415.00,449.00,481.00,512.00,543.00,572.00,F,PR,01,0000,00,19000101
1L10SO,69,02,601.00,631.00,661.00,694.00,730.00,773.00,826.00,897.00,912.00,927.00,F,PR,01,0000,00,19000101
1L10SO,69,03,941.00,953.00,,,,,,,,,F,PR,01,0000,00,19000101
1L10SO,69,00,,,.00,14.00,52.00,89.00,126.00,163.00,199.00,234.00,F,SM,01,0000,00,19000101
1L10SO,69,01,269.00,303.00,337.00,371.00,404.00,437.00,468.00,498.00,527.00,556.00,F,SM,01,0000,00,19000101
1L10SO,69,02,585.00,614.00,645.00,679.00,717.00,762.00,820.00,897.00,912.00,927.00,F,SM,01,0000,00,19000101
1L10SO,69,03,941.00,953.00,,,,,,,,,F,SM,01,0000,00,19000101
1L10SO,69,00,,,.00,18.00,56.00,94.00,131.00,167.00,202.00,236.00,M,ST,01,0000,00,19000101
1L10SO,69,01,270.00,303.00,335.00,367.00,398.00,429.00,458.00,486.00,513.00,540.00,M,ST,01,0000,00,19000101
1L10SO,69,02,567.00,595.00,624.00,658.00,697.00,746.00,809.00,898.00,912.00,927.00,M,ST,01,0000,00,19000101
1L10SO,69,03,941.00,953.00,,,,,,,,,M,ST,01,0000,00,19000101
1L10SO,69,00,,,.00,20.00,59.00,98.00,136.00,173.00,208.00,244.00,M,PR,01,0000,00,19000101
1L10SO,69,01,278.00,312.00,345.00,377.00,409.00,440.00,470.00,498.00,525.00,552.00,M,PR,01,0000,00,19000101
1L10SO,69,02,578.00,606.00,635.00,667.00,705.00,752.00,813.00,898.00,912.00,927.00,M,PR,01,0000,00,19000101
1L10SO,69,03,941.00,953.00,,,,,,,,,M,PR,01,0000,00,19000101
1L10SO,69,00,,,.00,18.00,56.00,93.00,129.00,163.00,196.00,228.00,M,SM,01,0000,00,19000101
1L10SO,69,01,259.00,290.00,319.00,349.00,377.00,405.00,431.00,457.00,482.00,507.00,M,SM,01,0000,00,19000101
1L10SO,69,02,533.00,560.00,590.00,625.00,668.00,722.00,795.00,898.00,912.00,927.00,M,SM,01,0000,00,19000101
1L10SO,69,03,941.00,953.00,,,,,,,,,M,SM,01,0000,00,19000101
1L10SO,70,00,,,.00,18.00,57.00,96.00,134.00,172.00,210.00,247.00,F,ST,01,0000,00,19000101
1L10SO,70,01,284.00,321.00,357.00,393.00,427.00,461.00,493.00,524.00,555.00,586.00,F,ST,01,0000,00,19000101
1L10SO,70,02,616.00,648.00,682.00,721.00,765.00,822.00,897.00,912.00,927.00,941.00,F,ST,01,0000,00,19000101
1L10SO,70,03,953.00,,,,,,,,,,F,ST,01,0000,00,19000101
1L10SO,70,00,,,.00,18.00,57.00,96.00,135.00,173.00,211.00,249.00,F,PR,01,0000,00,19000101
1L10SO,70,01,286.00,323.00,359.00,395.00,429.00,463.00,495.00,527.00,557.00,588.00,F,PR,01,0000,00,19000101
1L10SO,70,02,618.00,650.00,684.00,722.00,767.00,822.00,897.00,912.00,927.00,941.00,F,PR,01,0000,00,19000101
1L10SO,70,03,953.00,,,,,,,,,,F,PR,01,0000,00,19000101
1L10SO,70,00,,,.00,18.00,57.00,95.00,133.00,170.00,207.00,243.00,F,SM,01,0000,00,19000101
1L10SO,70,01,278.00,314.00,349.00,383.00,417.00,449.00,480.00,511.00,540.00,570.00,F,SM,01,0000,00,19000101
1L10SO,70,02,601.00,633.00,668.00,708.00,755.00,816.00,897.00,912.00,927.00,941.00,F,SM,01,0000,00,19000101
1L10SO,70,03,953.00,,,,,,,,,,F,SM,01,0000,00,19000101
1L10SO,70,00,,,.00,21.00,60.00,98.00,136.00,172.00,207.00,242.00,M,ST,01,0000,00,19000101
1L10SO,70,01,276.00,310.00,343.00,376.00,407.00,438.00,467.00,495.00,523.00,551.00,M,ST,01,0000,00,19000101
1L10SO,70,02,580.00,611.00,646.00,687.00,738.00,805.00,898.00,912.00,927.00,941.00,M,ST,01,0000,00,19000101
1L10SO,70,03,953.00,,,,,,,,,,M,ST,01,0000,00,19000101
1L10SO,70,00,,,.00,22.00,63.00,102.00,140.00,178.00,214.00,250.00,M,PR,01,0000,00,19000101
1L10SO,70,01,285.00,319.00,353.00,386.00,418.00,449.00,478.00,507.00,535.00,562.00,M,PR,01,0000,00,19000101
1L10SO,70,02,591.00,621.00,655.00,695.00,744.00,808.00,898.00,912.00,927.00,941.00,M,PR,01,0000,00,19000101
1L10SO,70,03,953.00,,,,,,,,,,M,PR,01,0000,00,19000101
1L10SO,70,00,,,.00,20.00,58.00,95.00,131.00,166.00,199.00,231.00,M,SM,01,0000,00,19000101
1L10SO,70,01,263.00,294.00,324.00,354.00,382.00,410.00,436.00,462.00,488.00,515.00,M,SM,01,0000,00,19000101
1L10SO,70,02,544.00,575.00,612.00,657.00,714.00,790.00,898.00,912.00,927.00,941.00,M,SM,01,0000,00,19000101
1L10SO,70,03,953.00,,,,,,,,,,M,SM,01,0000,00,19000101
1L10SO,71,00,,,.00,21.00,62.00,102.00,141.00,180.00,219.00,257.00,F,ST,01,0000,00,19000101
1L10SO,71,01,295.00,333.00,370.00,406.00,441.00,474.00,507.00,539.00,571.00,603.00,F,ST,01,0000,00,19000101
1L10SO,71,02,636.00,671.00,711.00,758.00,817.00,897.00,912.00,927.00,941.00,953.00,F,ST,01,0000,00,19000101
1L10SO,71,00,,,.00,22.00,62.00,102.00,142.00,181.00,220.00,259.00,F,PR,01,0000,00,19000101
1L10SO,71,01,297.00,335.00,372.00,408.00,443.00,476.00,509.00,541.00,572.00,604.00,F,PR,01,0000,00,19000101
1L10SO,71,02,638.00,673.00,713.00,760.00,818.00,897.00,912.00,927.00,941.00,953.00,F,PR,01,0000,00,19000101
1L10SO,71,00,,,.00,21.00,61.00,100.00,139.00,177.00,214.00,251.00,F,SM,01,0000,00,19000101
1L10SO,71,01,288.00,324.00,360.00,395.00,428.00,461.00,492.00,523.00,555.00,586.00,F,SM,01,0000,00,19000101
1L10SO,71,02,620.00,657.00,698.00,748.00,811.00,897.00,912.00,927.00,941.00,953.00,F,SM,01,0000,00,19000101
1L10SO,71,00,,,.00,23.00,63.00,101.00,139.00,176.00,212.00,248.00,M,ST,01,0000,00,19000101
1L10SO,71,01,283.00,317.00,351.00,384.00,415.00,446.00,475.00,504.00,534.00,564.00,M,ST,01,0000,00,19000101
1L10SO,71,02,596.00,633.00,676.00,729.00,799.00,898.00,912.00,927.00,941.00,953.00,M,ST,01,0000,00,19000101
1L10SO,71,00,,,.00,25.00,66.00,106.00,145.00,182.00,220.00,256.00,M,PR,01,0000,00,19000101
1L10SO,71,01,292.00,327.00,362.00,395.00,427.00,458.00,487.00,516.00,545.00,575.00,M,PR,01,0000,00,19000101
1L10SO,71,02,607.00,642.00,684.00,736.00,803.00,898.00,912.00,927.00,941.00,953.00,M,PR,01,0000,00,19000101
1L10SO,71,00,,,.00,21.00,60.00,97.00,133.00,168.00,201.00,234.00,M,SM,01,0000,00,19000101
1L10SO,71,01,266.00,298.00,328.00,358.00,387.00,414.00,441.00,469.00,497.00,526.00,M,SM,01,0000,00,19000101
1L10SO,71,02,559.00,598.00,644.00,704.00,784.00,898.00,912.00,927.00,941.00,953.00,M,SM,01,0000,00,19000101
1L10SO,72,00,,,.00,25.00,66.00,107.00,148.00,188.00,228.00,268.00,F,ST,01,0000,00,19000101
1L10SO,72,01,307.00,345.00,382.00,419.00,454.00,488.00,521.00,554.00,587.00,622.00,F,ST,01,0000,00,19000101
1L10SO,72,02,659.00,701.00,751.00,813.00,897.00,912.00,927.00,941.00,953.00,,F,ST,01,0000,00,19000101
1L10SO,72,00,,,.00,25.00,67.00,108.00,149.00,189.00,230.00,269.00,F,PR,01,0000,00,19000101
1L10SO,72,01,308.00,347.00,384.00,421.00,456.00,490.00,523.00,556.00,589.00,624.00,F,PR,01,0000,00,19000101
1L10SO,72,02,661.00,703.00,752.00,814.00,897.00,912.00,927.00,941.00,953.00,,F,PR,01,0000,00,19000101
1L10SO,72,00,,,.00,24.00,65.00,105.00,144.00,183.00,222.00,260.00,F,SM,01,0000,00,19000101
1L10SO,72,01,298.00,335.00,371.00,406.00,440.00,473.00,505.00,537.00,571.00,606.00,F,SM,01,0000,00,19000101
1L10SO,72,02,644.00,688.00,740.00,806.00,897.00,912.00,927.00,941.00,953.00,,F,SM,01,0000,00,19000101
1L10SO,72,00,,,.00,24.00,65.00,104.00,143.00,180.00,217.00,254.00,M,ST,01,0000,00,19000101
1L10SO,72,01,290.00,325.00,359.00,392.00,424.00,454.00,484.00,515.00,546.00,580.00,M,ST,01,0000,00,19000101
1L10SO,72,02,619.00,664.00,720.00,794.00,898.00,912.00,927.00,941.00,953.00,,M,ST,01,0000,00,19000101
1L10SO,72,00,,,.00,27.00,68.00,109.00,148.00,187.00,225.00,263.00,M,PR,01,0000,00,19000101
1L10SO,72,01,299.00,335.00,370.00,403.00,435.00,466.00,496.00,526.00,558.00,591.00,M,PR,01,0000,00,19000101
1L10SO,72,02,628.00,672.00,726.00,798.00,898.00,912.00,927.00,941.00,953.00,,M,PR,01,0000,00,19000101
1L10SO,72,00,,,.00,22.00,61.00,98.00,134.00,169.00,203.00,237.00,M,SM,01,0000,00,19000101
1L10SO,72,01,269.00,302.00,333.00,362.00,391.00,419.00,448.00,477.00,508.00,542.00,M,SM,01,0000,00,19000101
1L10SO,72,02,582.00,631.00,694.00,778.00,898.00,912.00,927.00,941.00,953.00,,M,SM,01,0000,00,19000101
1L10SO,73,00,,,.00,27.00,70.00,113.00,155.00,196.00,237.00,278.00,F,ST,01,0000,00,19000101
1L10SO,73,01,318.00,357.00,395.00,431.00,467.00,502.00,536.00,571.00,607.00,646.00,F,ST,01,0000,00,19000101
1L10SO,73,02,690.00,742.00,808.00,897.00,912.00,927.00,941.00,953.00,,,F,ST,01,0000,00,19000101
1L10SO,73,00,,,.00,28.00,71.00,114.00,156.00,198.00,239.00,280.00,F,PR,01,0000,00,19000101
1L10SO,73,01,320.00,359.00,397.00,433.00,469.00,503.00,538.00,573.00,609.00,648.00,F,PR,01,0000,00,19000101
1L10SO,73,02,692.00,744.00,809.00,897.00,912.00,927.00,941.00,953.00,,,F,PR,01,0000,00,19000101
1L10SO,73,00,,,.00,26.00,68.00,109.00,150.00,190.00,229.00,269.00,F,SM,01,0000,00,19000101
1L10SO,73,01,307.00,345.00,382.00,417.00,451.00,485.00,519.00,553.00,590.00,630.00,F,SM,01,0000,00,19000101
1L10SO,73,02,676.00,731.00,801.00,897.00,912.00,927.00,941.00,953.00,,,F,SM,01,0000,00,19000101
1L10SO,73,00,,,.00,26.00,67.00,107.00,146.00,185.00,223.00,260.00,M,ST,01,0000,00,19000101
1L10SO,73,01,297.00,332.00,367.00,400.00,432.00,463.00,495.00,528.00,564.00,604.00,M,ST,01,0000,00,19000101
1L10SO,73,02,651.00,710.00,788.00,898.00,912.00,927.00,941.00,953.00,,,M,ST,01,0000,00,19000101
1L10SO,73,00,,,.00,28.00,71.00,112.00,152.00,192.00,231.00,269.00,M,PR,01,0000,00,19000101
