POLICY_NUMBER,ACCRUAL_DATE,LAST_CHG_DATE,LAST_CHG_TIME,LOAN_BALANCE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,STATUS_CODE,TYPE_CODE,LAST_REPAY_DATE,CAPITALIZED_DATE,INT_START_DATE,_LATEST_BALANCE_CLASS
9010733472   ,    20201026,     20201228,       101852,         .00,         5816.53,      -5816.53,            .00,        .0740,F            ,D         ,H          ,         ,       20201026,               0,      20201026,ZERO_BALANCE_HOLD
9010733665   ,    20251028,     20251028,       180949,      742.71,          687.75,         54.96,            .00,        .0740,F            ,D         ,A          ,R        ,       20251023,        20251028,      20251028,ACTIVE_CANDIDATE
9010735585   ,    20041126,     20050301,       184715,       32.40,           30.00,          2.40,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20041126,      20041126,ACTIVE_CANDIDATE
9010736035   ,    20190613,     20190909,       150610,    67404.71,        69866.94,      -2462.23,            .00,        .0740,F            ,D         ,H          ,         ,       20181120,               0,      20190613,ACTIVE_CANDIDATE
9010736283   ,    20080724,     20080801,        70257,         .00,         2755.30,      -2755.30,            .00,        .0740,F            ,D         ,H          ,R        ,       20080724,               0,      20080724,ZERO_BALANCE_HOLD
9010736935   ,    20251210,     20260209,       180751,         .00,        16453.19,     -16453.19,            .00,        .0740,F            ,D         ,H          ,         ,       20251210,               0,      20251210,ZERO_BALANCE_HOLD
9010738161   ,    20190520,     20190521,        85221,       98.02,           93.40,          4.62,            .00,        .0740,F            ,D         ,R          ,R        ,       20190520,        20190520,      20190520,ACTIVE_CANDIDATE
9010738539   ,    20250103,     20250224,       134238,         .00,          308.53,       -308.53,            .00,        .0740,F            ,D         ,H          ,         ,       20250103,               0,      20250103,ZERO_BALANCE_HOLD
9010741234   ,    20190201,     20190219,       115758,         .00,           33.30,        -33.30,            .00,        .0740,F            ,D         ,H          ,         ,       20190201,               0,      20190201,ZERO_BALANCE_HOLD
9010741334   ,    20090126,     20090130,        70215,         .00,         1639.26,      -1639.26,            .00,        .0740,F            ,D         ,H          ,R        ,       20090126,               0,      20090126,ZERO_BALANCE_HOLD
9010741943   ,    20250718,     20250820,       140547,         .00,        10451.57,     -10451.57,            .00,        .0740,F            ,D         ,H          ,         ,       20250718,               0,      20250718,ZERO_BALANCE_HOLD
9010743395   ,    20110610,     20110613,        74315,         .00,         9705.53,      -9705.53,            .00,        .0740,F            ,D         ,H          ,R        ,       20110610,               0,      20110610,ZERO_BALANCE_HOLD
9010743832   ,    20260501,     20260501,       184557,     5117.60,         4805.14,        312.46,            .00,        .0740,F            ,D         ,A          ,R        ,       20260501,        20260501,      20260501,ACTIVE_CANDIDATE
9010745749   ,    20080322,     20080325,         4636,       34.99,           32.40,          2.59,            .00,        .0740,F            ,D         ,R          ,R        ,              0,        20080322,      20080322,ACTIVE_CANDIDATE
9010745811   ,    20160627,     20160705,        75258,         .00,          136.15,       -136.15,            .00,        .0740,F            ,D         ,H          ,R        ,       20160627,               0,      20160627,ZERO_BALANCE_HOLD
9010746846   ,    20200328,     20200527,       181422,      292.66,          271.00,         21.66,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20200328,      20200328,ACTIVE_CANDIDATE
9010747243   ,    20260520,     20260520,       180510,    16745.97,        16785.97,        -40.00,            .00,        .0740,F            ,D         ,H          ,R        ,       20260520,               0,      20260520,ACTIVE_CANDIDATE
9010747320   ,    20190826,     20190827,        83953,         .00,            2.60,         -2.60,            .00,        .0740,F            ,D         ,H          ,R        ,       20190826,               0,      20190826,ZERO_BALANCE_HOLD
9010747636   ,    20230410,     20230609,       184426,      145.52,          134.75,         10.77,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20230410,      20230410,ACTIVE_CANDIDATE
9010748070   ,    20140820,     20141020,       203158,       44.55,           42.05,          2.50,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20140820,      20140820,ACTIVE_CANDIDATE
9010748073   ,    20260526,     20260526,       181048,     4915.24,         4588.60,        326.64,            .00,        .0740,F            ,D         ,A          ,R        ,       20260526,        20260526,      20260526,ACTIVE_CANDIDATE
9010748300   ,    20200327,     20200415,       155902,         .00,         9022.12,      -9022.12,            .00,        .0740,F            ,D         ,H          ,         ,       20200327,               0,      20200327,ZERO_BALANCE_HOLD
9010748334   ,    20091028,     20091028,       152112,         .00,           18.82,        -18.82,            .00,        .0740,F            ,D         ,H          ,R        ,       20091028,               0,      20091028,ZERO_BALANCE_HOLD
9010748335   ,    20110404,     20110405,        81509,         .00,           18.43,        -18.43,            .00,        .0740,F            ,D         ,H          ,R        ,       20110404,               0,      20110404,ZERO_BALANCE_HOLD
9010749053   ,    20220701,     20220803,       105720,     8358.30,         8897.88,       -539.58,            .00,        .0740,F            ,D         ,H          ,         ,       20220520,               0,      20220701,ACTIVE_CANDIDATE
9010749401   ,    20260401,     20260529,       181110,    10088.58,        10024.15,         64.43,            .00,        .0740,F            ,D         ,A          ,A        ,       20191201,        20260401,      20260401,ACTIVE_CANDIDATE
9010749906   ,    20070506,     20070706,        22133,       20.25,           18.75,          1.50,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20070506,      20070506,ACTIVE_CANDIDATE
9010749942   ,    20260520,     20260520,       180510,     1127.38,         1213.89,        -86.51,            .00,        .0740,F            ,D         ,H          ,R        ,       20260420,               0,      20260520,ACTIVE_CANDIDATE
9010750265   ,    20260508,     20260508,       180719,     1370.68,         1269.25,        101.43,            .00,        .0740,F            ,D         ,A          ,R        ,       20260427,        20260508,      20260508,ACTIVE_CANDIDATE
9010750755   ,    20151214,     20160212,       194005,      124.94,          121.00,          3.94,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20151214,      20151214,ACTIVE_CANDIDATE
9010750812   ,    20250513,     20250714,       180028,         .00,         9920.48,      -9920.48,            .00,        .0740,F            ,D         ,H          ,         ,       20250513,               0,      20250513,ZERO_BALANCE_HOLD
9010750813   ,    20180629,     20180717,       151614,         .00,         3965.68,      -3965.68,            .00,        .0740,F            ,D         ,H          ,         ,       20180629,               0,      20180629,ZERO_BALANCE_HOLD
9010752513   ,    20200201,     20200203,        85327,         .00,         7274.65,      -7274.65,            .00,        .0740,F            ,D         ,H          ,         ,       20200201,               0,      20200201,ZERO_BALANCE_HOLD
9010752702   ,    20150625,     20150625,       195715,         .00,             .59,          -.59,            .00,        .0740,F            ,D         ,H          ,R        ,       20150625,               0,      20150625,ZERO_BALANCE_HOLD
9010753409   ,    20210612,     20210811,       182119,      130.67,          121.00,          9.67,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20210612,      20210612,ACTIVE_CANDIDATE
9010754480   ,    20250619,     20250619,       175845,       16.24,           15.04,          1.20,            .00,        .0740,F            ,D         ,A          ,R        ,       20250610,        20250619,      20250619,ACTIVE_CANDIDATE
9010755885   ,    20090711,     20090804,        83437,         .00,          347.44,       -347.44,            .00,        .0740,F            ,D         ,H          ,R        ,       20090711,               0,      20090711,ZERO_BALANCE_HOLD
9010756091   ,    20260102,     20260303,       180536,     4686.49,         4511.18,        175.31,            .00,        .0740,F            ,D         ,A          ,A        ,       20200624,        20260102,      20260102,ACTIVE_CANDIDATE
9010756212   ,    20211105,     20211110,       160055,         .00,        21537.68,     -21537.68,            .00,        .0740,F            ,D         ,H          ,         ,       20211105,               0,      20211105,ZERO_BALANCE_HOLD
9010756540   ,    20230708,     20230727,       130547,         .00,          202.75,       -202.75,            .00,        .0740,F            ,D         ,H          ,R        ,       20230708,               0,      20230708,ZERO_BALANCE_HOLD
9010756833   ,    20250712,     20250910,       175914,     1396.89,         1293.52,        103.37,            .00,        .0740,F            ,D         ,A          ,A        ,       20230809,        20250712,      20250712,ACTIVE_CANDIDATE
9010756909   ,    20110717,     20110915,       194745,       32.40,           30.00,          2.40,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20110717,      20110717,ACTIVE_CANDIDATE
9010759530   ,    20191118,     20191118,        93120,         .00,         9271.84,      -9271.84,            .00,        .0740,F            ,D         ,H          ,         ,       20191118,               0,      20191118,ZERO_BALANCE_HOLD
9010759555   ,    20250801,     20250801,       190127,     6415.56,         5940.81,        474.75,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20250801,      20250801,ACTIVE_CANDIDATE
9010759932   ,    20200207,     20200407,       182025,      396.55,          381.60,         14.95,            .00,        .0740,F            ,D         ,R          ,A        ,       20180824,        20200207,      20200207,ACTIVE_CANDIDATE
9010760306   ,    20200101,     20200114,       140759,         .00,        12863.24,     -12863.24,            .00,        .0740,F            ,D         ,H          ,         ,       20200101,               0,      20200101,ZERO_BALANCE_HOLD
9010760840   ,    20251001,     20251126,       181201,      386.83,          358.20,         28.63,            .00,        .0740,F            ,D         ,A          ,A        ,       20241209,        20251001,      20251001,ACTIVE_CANDIDATE
9010760865   ,    20041022,     20041022,       103319,         .00,          426.62,       -426.62,            .00,        .0740,F            ,D         ,R          ,R        ,       20041022,               0,      20041022,ZERO_BALANCE_HOLD
9010760873   ,    20250915,     20250917,       181129,    15186.68,        14062.87,       1123.81,            .00,        .0740,F            ,D         ,A          ,R        ,       20230911,        20250915,      20250915,ACTIVE_CANDIDATE
9010760874   ,    20050603,     20050609,       101240,         .00,         1015.42,      -1015.42,            .00,        .0740,F            ,D         ,H          ,R        ,       20050603,               0,      20050603,ZERO_BALANCE_HOLD
9010761639   ,    20260521,     20260521,       180715,    13432.36,        13148.54,        283.82,            .00,        .0740,F            ,D         ,A          ,R        ,       20260521,        20260521,      20260521,ACTIVE_CANDIDATE
9010761870   ,    20160125,     20160129,        91827,         .00,           28.19,        -28.19,            .00,        .0740,F            ,D         ,H          ,R        ,       20160125,               0,      20160125,ZERO_BALANCE_HOLD
9010761965   ,    20150519,     20150520,        75844,         .00,         2821.71,      -2821.71,            .00,        .0740,F            ,D         ,H          ,R        ,       20150519,               0,      20150519,ZERO_BALANCE_HOLD
9010761966   ,    20190913,     20190916,        91337,        7.80,            7.24,           .56,            .00,        .0740,F            ,D         ,R          ,R        ,       20190913,        20190913,      20190913,ACTIVE_CANDIDATE
9010762047   ,    20260515,     20260518,       101014,     1368.41,         1339.78,         28.63,            .00,        .0740,F            ,D         ,A          ,R        ,       20260515,        20260515,      20260515,ACTIVE_CANDIDATE
9010762068   ,    20070426,     20070425,       133632,         .00,           89.09,        -89.09,            .00,        .0740,F            ,D         ,R          ,R        ,       20070426,               0,      20070426,ZERO_BALANCE_HOLD
9010762331   ,    20201221,     20201221,       105158,         .00,         2852.05,      -2852.05,            .00,        .0740,F            ,D         ,H          ,         ,       20201221,               0,      20201221,ZERO_BALANCE_HOLD
9010763006   ,    20160804,     20160808,        81753,         .00,         1191.55,      -1191.55,            .00,        .0740,F            ,D         ,H          ,R        ,       20160804,               0,      20160804,ZERO_BALANCE_HOLD
9010763063   ,    20231208,     20231219,       114310,       39.66,           42.08,         -2.42,            .00,        .0740,F            ,D         ,H          ,R        ,       20230918,               0,      20231208,ACTIVE_CANDIDATE
9010763378   ,    20250930,     20251001,       133815,     4549.17,         4222.44,        326.73,            .00,        .0740,F            ,D         ,A          ,R        ,       20250930,        20250930,      20250930,ACTIVE_CANDIDATE
9010764348   ,    20181001,     20181001,       184829,      117.68,          108.97,          8.71,            .00,        .0740,F            ,D         ,R          ,R        ,       20180925,        20181001,      20181001,ACTIVE_CANDIDATE
9010764379   ,    20200729,     20200730,        71931,         .00,           17.39,        -17.39,            .00,        .0740,F            ,D         ,H          ,R        ,       20200729,               0,      20200729,ZERO_BALANCE_HOLD
9010766057   ,    20190424,     20190409,       142812,         .00,        17189.81,     -17189.81,            .00,        .0740,F            ,D         ,H          ,         ,       20190424,               0,      20190424,ZERO_BALANCE_HOLD
9010766284   ,    20190125,     20190212,       150108,         .00,         8767.52,      -8767.52,            .00,        .0740,F            ,D         ,H          ,         ,       20190125,               0,      20190125,ZERO_BALANCE_HOLD
9010766847   ,    20041004,     20041022,       133545,         .00,         5563.43,      -5563.43,            .00,        .0740,F            ,D         ,H          ,         ,       20041004,               0,      20041004,ZERO_BALANCE_HOLD
9010766920   ,    20251001,     20251002,       130240,       57.90,           53.62,          4.28,            .00,        .0740,F            ,D         ,A          ,R        ,       20251001,        20251001,      20251001,ACTIVE_CANDIDATE
9010766921   ,    20251001,     20251002,       130308,       87.74,           81.25,          6.49,            .00,        .0740,F            ,D         ,A          ,R        ,       20251001,        20251001,      20251001,ACTIVE_CANDIDATE
9010767772   ,    20090106,     20090107,        91430,         .00,          230.29,       -230.29,            .00,        .0740,F            ,D         ,H          ,R        ,       20090106,               0,      20090106,ZERO_BALANCE_HOLD
9010767776   ,    20251103,     20251104,       112450,      183.47,          198.05,        -14.58,            .00,        .0740,F            ,D         ,H          ,R        ,       20241106,               0,      20251103,ACTIVE_CANDIDATE
9010769191   ,    20240105,     20240105,       125115,         .00,             .48,          -.48,            .00,        .0740,F            ,D         ,H          ,R        ,       20240105,               0,      20240105,ZERO_BALANCE_HOLD
9010769345   ,    20141101,     20141231,       205555,      121.76,          112.75,          9.01,            .00,        .0740,F            ,D         ,R          ,A        ,       20110211,        20141101,      20141101,ACTIVE_CANDIDATE
9010769711   ,    20181113,     20181128,       110847,         .00,        29657.91,     -29657.91,            .00,        .0740,F            ,D         ,H          ,R        ,       20181113,               0,      20181113,ZERO_BALANCE_HOLD
9010769714   ,    20230404,     20230417,        94827,         .00,          565.61,       -565.61,            .00,        .0740,F            ,D         ,H          ,         ,       20230404,               0,      20230404,ZERO_BALANCE_HOLD
9010770571   ,    20120125,     20120126,        85048,         .00,           13.73,        -13.73,            .00,        .0740,F            ,D         ,H          ,R        ,       20120125,               0,      20120125,ZERO_BALANCE_HOLD
9010770572   ,    20090724,     20090727,        82622,         .00,          104.83,       -104.83,            .00,        .0740,F            ,D         ,H          ,R        ,       20090724,               0,      20090724,ZERO_BALANCE_HOLD
9010770719   ,    20191213,     20191213,       105857,         .00,         8144.15,      -8144.15,            .00,        .0740,F            ,D         ,H          ,         ,       20191213,               0,      20191213,ZERO_BALANCE_HOLD
9010770721   ,    20251105,     20251105,       180917,     6006.22,         5561.76,        444.46,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20251105,      20251105,ACTIVE_CANDIDATE
9010770816   ,    20220711,     20220711,       124902,         .00,        17369.21,     -17369.21,            .00,        .0740,F            ,D         ,H          ,         ,       20220711,               0,      20220711,ZERO_BALANCE_HOLD
9010771111   ,    20200430,     20200527,        92312,         .00,        20159.77,     -20159.77,            .00,        .0740,F            ,D         ,H          ,         ,       20200430,               0,      20200430,ZERO_BALANCE_HOLD
9010771354   ,    20260514,     20260514,       180706,         .00,             .93,          -.93,            .00,        .0740,F            ,D         ,H          ,R        ,       20260514,               0,      20260514,ZERO_BALANCE_HOLD
9010772840   ,    20210201,     20210111,        93903,         .00,          170.90,       -170.90,            .00,        .0740,F            ,D         ,H          ,         ,       20210201,               0,      20210201,ZERO_BALANCE_HOLD
9010772903   ,    20260522,     20260522,       180938,     4599.01,         4415.80,        183.21,            .00,        .0740,F            ,D         ,A          ,R        ,       20260522,        20260522,      20260522,ACTIVE_CANDIDATE
9010772919   ,    20251213,     20251215,       182219,    25780.26,        23872.52,       1907.74,            .00,        .0740,F            ,D         ,A          ,R        ,       20240425,        20251213,      20251213,ACTIVE_CANDIDATE
9010773575   ,    20260224,     20260225,       120623,     7547.09,         7110.36,        436.73,            .00,        .0740,F            ,D         ,A          ,R        ,       20260224,        20260224,      20260224,ACTIVE_CANDIDATE
9010773681   ,    20031201,     20040130,       195154,      321.30,          297.52,         23.78,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20031201,      20031201,ACTIVE_CANDIDATE
9010773682   ,    20141210,     20150209,       195530,      217.79,          201.67,         16.12,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20141210,      20141210,ACTIVE_CANDIDATE
9010774107   ,    20191215,     20200120,       125422,         .00,         9174.09,      -9174.09,            .00,        .0740,F            ,D         ,H          ,         ,       20191215,               0,      20191215,ZERO_BALANCE_HOLD
9010774109   ,    20201120,     20201211,        70907,         .00,          623.44,       -623.44,            .00,        .0740,F            ,D         ,H          ,         ,       20201120,               0,      20201120,ZERO_BALANCE_HOLD
9010774490   ,    20040910,     20041109,       193327,       67.91,           66.62,          1.29,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20040910,      20040910,ACTIVE_CANDIDATE
9010774868   ,    20050105,     20050107,       115524,         .00,          650.21,       -650.21,            .00,        .0740,F            ,D         ,H          ,         ,       20050105,               0,      20050105,ZERO_BALANCE_HOLD
9010775239   ,    20041207,     20041207,       100406,         .00,             .27,          -.27,            .00,        .0740,F            ,D         ,H          ,R        ,       20041207,               0,      20041207,ZERO_BALANCE_HOLD
9010775583   ,    20260528,     20260528,       180520,     9194.10,         8800.27,        393.83,            .00,        .0740,F            ,D         ,A          ,R        ,       20260528,        20260528,      20260528,ACTIVE_CANDIDATE
9010775940   ,    20190125,     20190212,       150224,         .00,         8770.11,      -8770.11,            .00,        .0740,F            ,D         ,H          ,         ,       20190125,               0,      20190125,ZERO_BALANCE_HOLD
9010776157   ,    20200116,     20200205,       131935,         .00,         2113.13,      -2113.13,            .00,        .0740,F            ,D         ,H          ,         ,       20200116,               0,      20200116,ZERO_BALANCE_HOLD
9010776502   ,    20040629,     20040630,        75157,         .00,             .07,          -.07,            .00,        .0740,F            ,D         ,H          ,R        ,       20040629,               0,      20040629,ZERO_BALANCE_HOLD
9010776651   ,    20181115,     20190114,       181302,       40.96,           40.44,           .52,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20181115,      20181115,ACTIVE_CANDIDATE
9010776653   ,    20190302,     20190502,       154530,      161.01,          172.20,        -11.19,            .00,        .0740,F            ,D         ,H          ,         ,       20190129,               0,      20190302,ACTIVE_CANDIDATE
9010776811   ,    20260513,     20260513,       180454,     5918.63,         5628.93,        289.70,            .00,        .0740,F            ,D         ,A          ,R        ,       20260513,        20260513,      20260513,ACTIVE_CANDIDATE
9010776918   ,    20170115,     20170316,       190928,         .00,        14173.54,     -14173.54,            .00,        .0740,F            ,D         ,H          ,         ,       20170115,               0,      20170115,ZERO_BALANCE_HOLD
9010778474   ,    20180203,     20180404,       175018,       54.85,           50.79,          4.06,            .00,        .0740,F            ,D         ,R          ,A        ,       20120420,        20180203,      20180203,ACTIVE_CANDIDATE
9010778653   ,    20070123,     20070605,         4648,      310.21,          287.25,         22.96,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20070123,      20070123,ACTIVE_CANDIDATE
9010778697   ,    20260205,     20260206,       134954,      333.79,          309.87,         23.92,            .00,        .0740,F            ,D         ,A          ,R        ,       20260205,        20260205,      20260205,ACTIVE_CANDIDATE
9010779556   ,    20190828,     20191028,       175919,         .00,         8990.17,      -8990.17,            .00,        .0740,F            ,D         ,H          ,         ,       20190828,               0,      20190828,ZERO_BALANCE_HOLD
9010779563   ,    20260201,     20260402,       180936,     9374.95,         8681.20,        693.75,            .00,        .0740,F            ,D         ,A          ,A        ,       20100201,        20260201,      20260201,ACTIVE_CANDIDATE
9010780510   ,    20050209,     20050411,       210532,       20.18,           18.69,          1.49,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20050209,      20050209,ACTIVE_CANDIDATE
9010780668   ,    20050606,     20050606,        82608,         .00,           87.59,        -87.59,            .00,        .0740,F            ,D         ,H          ,R        ,       20050606,               0,      20050606,ZERO_BALANCE_HOLD
9010781368   ,    20040109,     20040119,       161412,         .00,         3013.48,      -3013.48,            .00,        .0740,F            ,D         ,H          ,R        ,       20040109,               0,      20040109,ZERO_BALANCE_HOLD
9010782818   ,    20181101,     20181101,        93314,         .00,         7221.43,      -7221.43,            .00,        .0740,F            ,D         ,H          ,         ,       20181101,               0,      20181101,ZERO_BALANCE_HOLD
9010783066   ,    20230414,     20230417,       125917,         .00,          187.40,       -187.40,            .00,        .0740,F            ,D         ,H          ,R        ,       20230414,               0,      20230414,ZERO_BALANCE_HOLD
9010783269   ,    20080725,     20080724,        65352,         .00,         2989.62,      -2989.62,            .00,        .0740,F            ,D         ,H          ,R        ,       20080725,               0,      20080725,ZERO_BALANCE_HOLD
9010783296   ,    20190401,     20190402,        95548,         .00,          257.17,       -257.17,            .00,        .0740,F            ,D         ,H          ,R        ,       20190401,               0,      20190401,ZERO_BALANCE_HOLD
9010783715   ,    20201127,     20210126,       183201,         .00,        17521.36,     -17521.36,            .00,        .0740,F            ,D         ,H          ,         ,       20201127,               0,      20201127,ZERO_BALANCE_HOLD
9010784248   ,    20190604,     20190521,       105744,         .00,         7479.06,      -7479.06,            .00,        .0740,F            ,D         ,H          ,         ,       20190604,               0,      20190604,ZERO_BALANCE_HOLD
9010784249   ,    20190604,     20190521,       111040,         .00,         9829.53,      -9829.53,            .00,        .0740,F            ,D         ,H          ,         ,       20190604,               0,      20190604,ZERO_BALANCE_HOLD
9010784592   ,    20130305,     20130312,       104842,         .00,          116.58,       -116.58,            .00,        .0740,F            ,D         ,H          ,R        ,       20130305,               0,      20130305,ZERO_BALANCE_HOLD
9010784731   ,    20040405,     20040329,        91412,         .00,             .60,          -.60,            .00,        .0740,F            ,D         ,H          ,R        ,       20040405,               0,      20040405,ZERO_BALANCE_HOLD
9010784732   ,    20251007,     20251007,       180934,       59.31,           56.03,          3.28,            .00,        .0740,F            ,D         ,R          ,R        ,       20251007,        20251007,      20251007,ACTIVE_CANDIDATE
9010784742   ,    20220309,     20220509,       181326,         .00,         5279.21,      -5279.21,            .00,        .0740,F            ,D         ,H          ,         ,       20220309,               0,      20220309,ZERO_BALANCE_HOLD
9010785049   ,    20200503,     20200515,       155118,         .00,         9387.19,      -9387.19,            .00,        .0740,F            ,D         ,H          ,         ,       20200503,               0,      20200503,ZERO_BALANCE_HOLD
9010785099   ,    20210306,     20210505,       181819,         .00,         7038.13,      -7038.13,            .00,        .0740,F            ,D         ,H          ,         ,       20210306,               0,      20210306,ZERO_BALANCE_HOLD
9010785163   ,    20130212,     20130415,       200016,    10093.60,         9346.67,        746.93,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20130212,      20130212,ACTIVE_CANDIDATE
9010786152   ,    20100918,     20101117,       193145,      118.50,          114.03,          4.47,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20100918,      20100918,ACTIVE_CANDIDATE
9010786321   ,    20190313,     20190313,       131645,         .00,         5777.81,      -5777.81,            .00,        .0740,F            ,D         ,H          ,         ,       20190313,               0,      20190313,ZERO_BALANCE_HOLD
9010786800   ,    20200312,     20200511,       193418,       62.11,           57.51,          4.60,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20200312,      20200312,ACTIVE_CANDIDATE
9010787668   ,    20200317,     20200518,       180650,      204.00,             .00,        204.00,            .00,        .0740,F            ,D         ,R          ,A        ,              0,               0,      20200317,ACTIVE_CANDIDATE
9010787669   ,    20260330,     20260331,       104340,      308.09,          332.69,        -24.60,            .00,        .0740,F            ,D         ,H          ,R        ,       20260330,               0,      20260330,ACTIVE_CANDIDATE
9010787730   ,    20160401,     20160531,       195231,         .00,         4406.68,      -4406.68,            .00,        .0740,F            ,D         ,H          ,         ,       20160401,               0,      20160401,ZERO_BALANCE_HOLD
9010787952   ,    20070607,     20070612,       124925,         .00,         2374.79,      -2374.79,            .00,        .0740,F            ,D         ,R          ,R        ,       20070607,               0,      20070607,ZERO_BALANCE_HOLD
9010788878   ,    20170404,     20170605,       193958,         .00,         4093.48,      -4093.48,            .00,        .0740,F            ,D         ,H          ,         ,       20170404,               0,      20170404,ZERO_BALANCE_HOLD
9010789348   ,    20120610,     20120705,        80758,         .00,         1346.07,      -1346.07,            .00,        .0740,F            ,D         ,H          ,R        ,       20120610,               0,      20120610,ZERO_BALANCE_HOLD
9010789531   ,    20200403,     20200602,       182626,         .00,        11715.09,     -11715.09,            .00,        .0740,F            ,D         ,H          ,         ,       20200403,               0,      20200403,ZERO_BALANCE_HOLD
9010789532   ,    20180412,     20180611,       182225,         .00,         3026.77,      -3026.77,            .00,        .0740,F            ,D         ,H          ,         ,       20180412,               0,      20180412,ZERO_BALANCE_HOLD
9010789546   ,    20230417,     20230616,       184452,      322.62,          298.75,         23.87,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20230417,      20230417,ACTIVE_CANDIDATE
9010789547   ,    20240708,     20240723,       122150,      345.36,          366.56,        -21.20,            .00,        .0740,F            ,D         ,H          ,R        ,       20240618,               0,      20240708,ACTIVE_CANDIDATE
9010790531   ,    20260406,     20260406,       181653,      212.08,          196.39,         15.69,            .00,        .0740,F            ,D         ,A          ,R        ,       20240429,        20260406,      20260406,ACTIVE_CANDIDATE
9010790532   ,    20260406,     20260406,       181654,      153.93,          142.54,         11.39,            .00,        .0740,F            ,D         ,A          ,R        ,       20240429,        20260406,      20260406,ACTIVE_CANDIDATE
9010790754   ,    20260422,     20260422,       181517,     1058.26,          979.95,         78.31,            .00,        .0740,F            ,D         ,A          ,R        ,       20260421,        20260422,      20260422,ACTIVE_CANDIDATE
9010790782   ,    20240520,     20240520,       134413,         .00,         9110.59,      -9110.59,            .00,        .0740,F            ,D         ,H          ,         ,       20240520,               0,      20240520,ZERO_BALANCE_HOLD
9010791498   ,    20260501,     20260501,       184733,     9368.59,         8675.31,        693.28,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20260501,      20260501,ACTIVE_CANDIDATE
9010792541   ,    20260424,     20260501,       184717,     3135.45,         2903.43,        232.02,            .00,        .0740,F            ,D         ,A          ,R        ,       20060424,        20260424,      20260424,ACTIVE_CANDIDATE
9010792705   ,    20220603,     20220606,       102618,         .00,         4402.90,      -4402.90,            .00,        .0740,F            ,D         ,H          ,         ,       20220603,               0,      20220603,ZERO_BALANCE_HOLD
9010792706   ,    20250503,     20250610,       103358,         .00,         3859.92,      -3859.92,            .00,        .0740,F            ,D         ,H          ,         ,       20250503,               0,      20250503,ZERO_BALANCE_HOLD
9010793451   ,    20170609,     20170808,       190452,       89.09,           82.50,          6.59,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20170609,      20170609,ACTIVE_CANDIDATE
9010793737   ,    20110815,     20110816,        74032,         .00,         2907.94,      -2907.94,            .00,        .0740,F            ,D         ,H          ,R        ,       20110815,               0,      20110815,ZERO_BALANCE_HOLD
9010793738   ,    20120815,     20120816,       104430,         .00,         2926.05,      -2926.05,            .00,        .0740,F            ,D         ,H          ,R        ,       20120815,               0,      20120815,ZERO_BALANCE_HOLD
9010794112   ,    20080523,     20080523,       225812,      693.77,          642.43,         51.34,            .00,        .0740,F            ,D         ,R          ,R        ,       20080516,        20080523,      20080523,ACTIVE_CANDIDATE
9010794265   ,    20080516,     20080516,       225652,        7.00,            6.48,           .52,            .00,        .0740,F            ,D         ,R          ,R        ,              0,        20080516,      20080516,ACTIVE_CANDIDATE
9010794520   ,    20120820,     20121019,       192244,       48.92,           46.18,          2.74,            .00,        .0740,F            ,D         ,R          ,A        ,       20120619,        20120820,      20120820,ACTIVE_CANDIDATE
9010795047   ,    20150820,     20150821,        80710,         .00,          365.70,       -365.70,            .00,        .0740,F            ,D         ,H          ,R        ,       20150820,               0,      20150820,ZERO_BALANCE_HOLD
9010795699   ,    20240526,     20240712,       143610,         .00,         6818.46,      -6818.46,            .00,        .0740,F            ,D         ,H          ,         ,       20240526,               0,      20240526,ZERO_BALANCE_HOLD
9010795840   ,    20260301,     20260430,       180517,       32.55,           31.93,           .62,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20260301,      20260301,ACTIVE_CANDIDATE
9010796459   ,    20241010,     20241015,        94113,         .00,        13822.99,     -13822.99,            .00,        .0740,F            ,D         ,H          ,         ,       20241010,               0,      20241010,ZERO_BALANCE_HOLD
