POLICY_NUMBER,ACCRUAL_DATE,LAST_CHG_DATE,LAST_CHG_TIME,LOAN_BALANCE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,STATUS_CODE,TYPE_CODE,LAST_REPAY_DATE,CAPITALIZED_DATE,INT_START_DATE,_LATEST_BALANCE_CLASS
9010391895   ,    20150615,     20150616,        75720,         .00,           85.90,        -85.90,            .00,        .0500,F            ,D         ,H          ,R        ,       20150615,               0,      20150615,ZERO_BALANCE_HOLD
9010392138   ,    20231206,     20231211,        85435,         .00,        15687.10,     -15687.10,            .00,        .0500,F            ,D         ,H          ,         ,       20231206,               0,      20231206,ZERO_BALANCE_HOLD
9010392763   ,    20150625,     20150630,       110228,         .00,         2090.62,      -2090.62,            .00,        .0500,F            ,D         ,H          ,R        ,       20150625,               0,      20150625,ZERO_BALANCE_HOLD
9010393181   ,    20190701,     20190702,       122210,     1805.04,         1714.79,         90.25,            .00,        .0500,F            ,D         ,H          ,R        ,       20150708,        20190701,      20190701,ACTIVE_CANDIDATE
9010395098   ,    20080801,     20081001,         1641,         .00,         1114.12,      -1114.12,            .00,        .0500,F            ,D         ,H          ,         ,       20080801,               0,      20080801,ZERO_BALANCE_HOLD
9010395382   ,    20240528,     20240617,       110254,         .00,        16293.69,     -16293.69,            .00,        .0500,F            ,D         ,H          ,         ,       20240528,               0,      20240528,ZERO_BALANCE_HOLD
9010395761   ,    20190729,     20190730,        95419,         .00,         4018.49,      -4018.49,            .00,        .0500,F            ,D         ,H          ,         ,       20190729,               0,      20190729,ZERO_BALANCE_HOLD
9010395879   ,    20150828,     20150828,        85444,         .00,         2649.52,      -2649.52,            .00,        .0500,F            ,D         ,H          ,R        ,       20150828,               0,      20150828,ZERO_BALANCE_HOLD
9010396186   ,    20250901,     20250902,       184432,     8353.63,         7935.95,        417.68,            .00,        .0500,F            ,D         ,A          ,R        ,       20111014,        20250901,      20250901,ACTIVE_CANDIDATE
9010396425   ,    20250917,     20250918,       132420,     1815.05,         1906.28,        -91.23,            .00,        .0500,F            ,D         ,H          ,R        ,       20240923,               0,      20250917,ACTIVE_CANDIDATE
9010397118   ,    20211108,     20211122,       135647,         .00,        16209.32,     -16209.32,            .00,        .0500,F            ,D         ,H          ,R        ,       20211108,               0,      20211108,ZERO_BALANCE_HOLD
9010397318   ,    20070301,     20070501,        31459,         .00,         2993.53,      -2993.53,            .00,        .0500,F            ,D         ,H          ,         ,       20070301,               0,      20070301,ZERO_BALANCE_HOLD
9010397583   ,    20220831,     20220831,        90552,         .00,         7948.84,      -7948.84,            .00,        .0500,F            ,D         ,H          ,         ,       20220831,               0,      20220831,ZERO_BALANCE_HOLD
9010397945   ,    20091012,     20091012,        82035,         .00,           56.12,        -56.12,            .00,        .0500,F            ,D         ,H          ,R        ,       20091012,               0,      20091012,ZERO_BALANCE_HOLD
9010400462   ,    20220428,     20220428,       104146,         .00,         8807.55,      -8807.55,            .00,        .0500,F            ,D         ,H          ,         ,       20220428,               0,      20220428,ZERO_BALANCE_HOLD
9010401565   ,    20111101,     20111230,       205614,         .00,         1336.48,      -1336.48,            .00,        .0500,F            ,D         ,H          ,         ,       20111101,               0,      20111101,ZERO_BALANCE_HOLD
9010402014   ,    20200401,     20200529,       184347,         .00,         7291.35,      -7291.35,            .00,        .0500,F            ,D         ,H          ,         ,       20200401,               0,      20200401,ZERO_BALANCE_HOLD
9010402105   ,    20251201,     20251201,       190136,    13981.71,        13282.62,        699.09,            .00,        .0500,F            ,D         ,A          ,R        ,              0,        20251201,      20251201,ACTIVE_CANDIDATE
9010403109   ,    20260109,     20260122,        93602,         .00,             .01,          -.01,            .00,        .0500,F            ,D         ,H          ,R        ,       20260109,               0,      20260109,ZERO_BALANCE_HOLD
9010403789   ,    20251226,     20251229,       114330,     1265.58,         1206.53,         59.05,            .00,        .0500,F            ,D         ,A          ,R        ,       20251226,        20251226,      20251226,ACTIVE_CANDIDATE
9010404600   ,    20251201,     20251201,       190138,    17946.48,        17049.16,        897.32,            .00,        .0500,F            ,D         ,A          ,R        ,       20061222,        20251201,      20251201,ACTIVE_CANDIDATE
9010404602   ,    20140901,     20141031,       220549,     1088.59,         1102.60,        -14.01,            .00,        .0500,F            ,D         ,H          ,         ,       20140304,               0,      20140901,ACTIVE_CANDIDATE
9010404857   ,    20180118,     20180307,       150324,         .00,         2175.82,      -2175.82,            .00,        .0500,F            ,D         ,H          ,         ,       20180118,               0,      20180118,ZERO_BALANCE_HOLD
9010405440   ,    20260128,     20260129,       114656,     1158.65,         1105.52,         53.13,            .00,        .0500,F            ,D         ,A          ,R        ,       20260128,        20260128,      20260128,ACTIVE_CANDIDATE
9010407925   ,    20260421,     20260422,       124940,     4582.88,         4835.57,       -252.69,            .00,        .0500,F            ,D         ,H          ,R        ,       20260421,               0,      20260421,ACTIVE_CANDIDATE
9010410566   ,    20130228,     20130301,        80237,         .00,         1406.70,      -1406.70,            .00,        .0500,F            ,D         ,H          ,R        ,       20130228,               0,      20130228,ZERO_BALANCE_HOLD
9010413628   ,    20090413,     20090414,        72055,         .00,         1830.66,      -1830.66,            .00,        .0500,F            ,D         ,H          ,R        ,       20090413,               0,      20090413,ZERO_BALANCE_HOLD
9010417200   ,    20200521,     20200617,        91214,         .00,        13083.58,     -13083.58,            .00,        .0500,F            ,D         ,H          ,         ,       20200521,               0,      20200521,ZERO_BALANCE_HOLD
9010420983   ,    20190909,     20190909,        94558,         .00,         6704.08,      -6704.08,            .00,        .0500,F            ,D         ,H          ,         ,       20190909,               0,      20190909,ZERO_BALANCE_HOLD
9010422033   ,    20210601,     20210629,       145029,         .00,         1307.37,      -1307.37,            .00,        .0500,F            ,D         ,H          ,         ,       20210601,               0,      20210601,ZERO_BALANCE_HOLD
9010422417   ,    20041215,     20050106,       135043,       11.06,           10.83,           .23,            .00,        .0500,F            ,D         ,R          ,A        ,              0,        20041215,      20041215,ACTIVE_CANDIDATE
9010422722   ,    20250701,     20250701,       184714,     7844.69,         7452.46,        392.23,            .00,        .0500,F            ,D         ,A          ,R        ,              0,        20250701,      20250701,ACTIVE_CANDIDATE
9010425720   ,    20201105,     20201125,        92322,         .00,         8451.13,      -8451.13,            .00,        .0500,F            ,D         ,H          ,         ,       20201105,               0,      20201105,ZERO_BALANCE_HOLD
9010425941   ,    20250701,     20250702,        95251,     2039.97,         1942.88,         97.09,            .00,        .0500,F            ,D         ,A          ,R        ,       20250701,        20250701,      20250701,ACTIVE_CANDIDATE
9010425942   ,    20180226,     20180227,       150940,      897.80,          911.40,        -13.60,            .00,        .0500,F            ,D         ,H          ,         ,       20150618,               0,      20180226,ACTIVE_CANDIDATE
9010425944   ,    20120114,     20120208,        83242,         .00,         2316.97,      -2316.97,            .00,        .0500,F            ,D         ,H          ,R        ,       20120114,               0,      20120114,ZERO_BALANCE_HOLD
9010426657   ,    20220923,     20221115,       152950,    11428.93,        11941.18,       -512.25,            .00,        .0500,F            ,D         ,H          ,         ,       20140820,               0,      20220923,ACTIVE_CANDIDATE
9010426747   ,    20200312,     20200312,        93806,         .00,        13600.04,     -13600.04,            .00,        .0500,F            ,D         ,H          ,         ,       20200312,               0,      20200312,ZERO_BALANCE_HOLD
9010427456   ,    20050815,     20050816,       102043,         .00,          622.79,       -622.79,            .00,        .0500,F            ,D         ,H          ,R        ,       20050815,               0,      20050815,ZERO_BALANCE_HOLD
9010428771   ,    20130909,     20130919,        91004,         .00,         1246.85,      -1246.85,            .00,        .0500,F            ,D         ,H          ,R        ,       20130909,               0,      20130909,ZERO_BALANCE_HOLD
9010429710   ,    20230405,     20230406,       143230,         .00,         1481.04,      -1481.04,            .00,        .0500,F            ,D         ,H          ,         ,       20230405,               0,      20230405,ZERO_BALANCE_HOLD
9010429711   ,    20260413,     20260413,       143407,         .00,         1719.93,      -1719.93,            .00,        .0500,F            ,D         ,H          ,         ,       20260413,               0,      20260413,ZERO_BALANCE_HOLD
9010431738   ,    20121101,     20121102,        82010,         .00,         2888.88,      -2888.88,            .00,        .0500,F            ,D         ,H          ,R        ,       20121101,               0,      20121101,ZERO_BALANCE_HOLD
9010434092   ,    20251201,     20251201,       190138,     3690.85,         3506.31,        184.54,            .00,        .0500,F            ,D         ,A          ,R        ,       20131226,        20251201,      20251201,ACTIVE_CANDIDATE
9010434421   ,    20191108,     20191108,       182048,         .00,           20.77,        -20.77,            .00,        .0500,F            ,D         ,H          ,R        ,       20191108,               0,      20191108,ZERO_BALANCE_HOLD
9010435244   ,    20100609,     20100609,       122250,         .00,          630.12,       -630.12,            .00,        .0500,F            ,D         ,H          ,R        ,       20100609,               0,      20100609,ZERO_BALANCE_HOLD
9010435671   ,    20251207,     20251208,       182308,    13365.78,        12697.49,        668.29,            .00,        .0500,F            ,D         ,A          ,R        ,              0,        20251207,      20251207,ACTIVE_CANDIDATE
9010435672   ,    20251207,     20251208,       182309,     2029.93,         1928.43,        101.50,            .00,        .0500,F            ,D         ,A          ,R        ,       20100207,        20251207,      20251207,ACTIVE_CANDIDATE
9010435673   ,    20100218,     20100119,       150246,         .00,          154.92,       -154.92,            .00,        .0500,F            ,D         ,H          ,R        ,       20100218,               0,      20100218,ZERO_BALANCE_HOLD
9010436599   ,    20120201,     20120207,       112029,         .00,         4152.13,      -4152.13,            .00,        .0500,F            ,D         ,H          ,         ,       20120201,               0,      20120201,ZERO_BALANCE_HOLD
9010436782   ,    20130110,     20130129,        95041,         .00,          341.20,       -341.20,            .00,        .0500,F            ,D         ,H          ,R        ,       20130110,               0,      20130110,ZERO_BALANCE_HOLD
9010437232   ,    20260215,     20260216,       181040,    15640.18,        14858.17,        782.01,            .00,        .0500,F            ,D         ,A          ,R        ,              0,        20260215,      20260215,ACTIVE_CANDIDATE
9010438325   ,    20100820,     20100826,        73044,         .00,         1986.98,      -1986.98,            .00,        .0500,F            ,D         ,H          ,R        ,       20100820,               0,      20100820,ZERO_BALANCE_HOLD
9010438556   ,    20260309,     20260309,       181420,     1221.92,         1160.82,         61.10,            .00,        .0500,F            ,D         ,A          ,R        ,       20260224,        20260309,      20260309,ACTIVE_CANDIDATE
9010438821   ,    20190402,     20190503,       140940,         .00,         4127.72,      -4127.72,            .00,        .0500,F            ,D         ,H          ,         ,       20190402,               0,      20190402,ZERO_BALANCE_HOLD
9010438938   ,    20100114,     20100114,       112750,      989.40,         1000.16,        -10.76,            .00,        .0500,F            ,D         ,H          ,R        ,       20090417,               0,      20100114,ACTIVE_CANDIDATE
9010438942   ,    20100114,     20100114,       112645,         .00,          858.46,       -858.46,            .00,        .0500,F            ,D         ,H          ,R        ,       20100114,               0,      20100114,ZERO_BALANCE_HOLD
9010439128   ,    20260427,     20260511,        93616,         .00,          215.52,       -215.52,            .00,        .0500,F            ,D         ,H          ,R        ,       20260427,               0,      20260427,ZERO_BALANCE_HOLD
9010439156   ,    20260501,     20260501,       184535,     6214.26,         5928.49,        285.77,            .00,        .0500,F            ,D         ,A          ,R        ,       20260501,        20260501,      20260501,ACTIVE_CANDIDATE
9010439277   ,    20260314,     20260316,       181145,     1044.22,          992.01,         52.21,            .00,        .0500,F            ,D         ,A          ,R        ,       20190514,        20260314,      20260314,ACTIVE_CANDIDATE
9010439435   ,    20260421,     20260421,       180613,      226.28,          215.57,         10.71,            .00,        .0500,F            ,D         ,A          ,R        ,       20260421,        20260421,      20260421,ACTIVE_CANDIDATE
9010439999   ,    20260421,     20260422,       122826,     3141.78,         2995.62,        146.16,            .00,        .0500,F            ,D         ,A          ,R        ,       20260421,        20260421,      20260421,ACTIVE_CANDIDATE
9010440000   ,    20260326,     20260326,       180730,     1741.81,         1654.72,         87.09,            .00,        .0500,F            ,D         ,A          ,R        ,       20260324,        20260326,      20260326,ACTIVE_CANDIDATE
9010442332   ,    20190801,     20190813,       122652,         .00,         6449.90,      -6449.90,            .00,        .0500,F            ,D         ,H          ,         ,       20190801,               0,      20190801,ZERO_BALANCE_HOLD
9010442552   ,    20240517,     20240731,        92547,         .00,         2895.97,      -2895.97,            .00,        .0500,F            ,D         ,H          ,         ,       20240517,               0,      20240517,ZERO_BALANCE_HOLD
9010442906   ,    20100726,     20100727,       101140,         .00,           64.59,        -64.59,            .00,        .0500,F            ,D         ,H          ,R        ,       20100726,               0,      20100726,ZERO_BALANCE_HOLD
9010443109   ,    20210514,     20210701,       103453,         .00,          729.84,       -729.84,            .00,        .0500,F            ,D         ,H          ,         ,       20210514,               0,      20210514,ZERO_BALANCE_HOLD
9010443287   ,    20260430,     20260501,       111427,     6404.49,         6321.33,         83.16,            .00,        .0500,F            ,D         ,A          ,R        ,       20260430,        20260430,      20260430,ACTIVE_CANDIDATE
9010444283   ,    20041019,     20041019,       105720,         .00,             .62,          -.62,            .00,        .0500,F            ,D         ,H          ,R        ,       20041019,               0,      20041019,ZERO_BALANCE_HOLD
9010445275   ,    20161006,     20161006,       233654,         .00,           47.88,        -47.88,            .00,        .0500,F            ,D         ,H          ,R        ,       20161006,               0,      20161006,ZERO_BALANCE_HOLD
9010446852   ,    20251222,     20260318,       111557,         .00,         5339.86,      -5339.86,            .00,        .0500,F            ,D         ,H          ,         ,       20251222,               0,      20251222,ZERO_BALANCE_HOLD
9010448025   ,    20260201,     20260202,       184502,     4082.49,         3878.37,        204.12,            .00,        .0500,F            ,D         ,A          ,R        ,       20190220,        20260201,      20260201,ACTIVE_CANDIDATE
9010448375   ,    20050705,     20050707,       122838,         .00,          213.53,       -213.53,            .00,        .0500,F            ,D         ,H          ,R        ,       20050705,               0,      20050705,ZERO_BALANCE_HOLD
9010449155   ,    20120315,     20120316,        81809,         .00,         1313.24,      -1313.24,            .00,        .0500,F            ,D         ,H          ,R        ,       20120315,               0,      20120315,ZERO_BALANCE_HOLD
9010449417   ,    20260301,     20260302,       185510,     9421.64,         8950.56,        471.08,            .00,        .0500,F            ,D         ,A          ,R        ,              0,        20260301,      20260301,ACTIVE_CANDIDATE
9010449498   ,    20260220,     20260220,       180710,       90.08,           85.58,          4.50,            .00,        .0500,F            ,D         ,A          ,R        ,       20260211,        20260220,      20260220,ACTIVE_CANDIDATE
9010451453   ,    20250515,     20250515,       180614,         .00,           46.41,        -46.41,            .00,        .0500,F            ,D         ,H          ,R        ,       20250515,               0,      20250515,ZERO_BALANCE_HOLD
9010452169   ,    20200801,     20200831,       181536,         .00,         3136.74,      -3136.74,            .00,        .0500,F            ,D         ,H          ,         ,       20200801,               0,      20200801,ZERO_BALANCE_HOLD
9010452304   ,    20100804,     20100809,       102710,         .00,          214.96,       -214.96,            .00,        .0500,F            ,D         ,H          ,R        ,       20100804,               0,      20100804,ZERO_BALANCE_HOLD
9010452305   ,    20100804,     20100809,       102830,         .00,          194.23,       -194.23,            .00,        .0500,F            ,D         ,H          ,R        ,       20100804,               0,      20100804,ZERO_BALANCE_HOLD
9010454002   ,    20230424,     20230719,       154252,         .00,         1171.25,      -1171.25,            .00,        .0500,F            ,D         ,H          ,         ,       20230424,               0,      20230424,ZERO_BALANCE_HOLD
9010455341   ,    20050222,     20050222,       181602,         .00,           12.98,        -12.98,            .00,        .0500,F            ,D         ,H          ,R        ,       20050222,               0,      20050222,ZERO_BALANCE_HOLD
9010456114   ,    20230718,     20230807,       121012,         .00,         5853.79,      -5853.79,            .00,        .0500,F            ,D         ,H          ,R        ,       20230718,               0,      20230718,ZERO_BALANCE_HOLD
9010456751   ,    20130401,     20130531,       203840,      534.89,          546.52,        -11.63,            .00,        .0500,F            ,D         ,H          ,         ,       20110817,               0,      20130401,ACTIVE_CANDIDATE
9010458520   ,    20230515,     20230530,       102732,         .00,         1012.49,      -1012.49,            .00,        .0500,F            ,D         ,H          ,         ,       20230515,               0,      20230515,ZERO_BALANCE_HOLD
9010458525   ,    20191115,     20191115,       184210,         .00,           65.07,        -65.07,            .00,        .0500,F            ,D         ,H          ,R        ,       20191115,               0,      20191115,ZERO_BALANCE_HOLD
9010458526   ,    20251124,     20251125,       121505,      555.00,          527.92,         27.08,            .00,        .0500,F            ,D         ,A          ,R        ,       20251124,        20251124,      20251124,ACTIVE_CANDIDATE
9010458663   ,    20191001,     20190916,       100230,     5071.98,         5104.16,        -32.18,            .00,        .0500,F            ,D         ,H          ,R        ,       20181106,               0,      20191001,ACTIVE_CANDIDATE
9010459723   ,    20070701,     20070830,       234826,         .00,          473.41,       -473.41,            .00,        .0500,F            ,D         ,H          ,         ,       20070701,               0,      20070701,ZERO_BALANCE_HOLD
9010460886   ,    20120515,     20120716,       200134,         .00,         2904.75,      -2904.75,            .00,        .0500,F            ,D         ,H          ,         ,       20120515,               0,      20120515,ZERO_BALANCE_HOLD
9010461210   ,    20260207,     20260209,       180933,      613.73,          583.04,         30.69,            .00,        .0500,F            ,D         ,A          ,R        ,       20260129,        20260207,      20260207,ACTIVE_CANDIDATE
9010462630   ,    20230601,     20230612,       115558,         .00,         8099.17,      -8099.17,            .00,        .0500,F            ,D         ,H          ,         ,       20230601,               0,      20230601,ZERO_BALANCE_HOLD
9010462631   ,    20101029,     20101101,        74224,         .00,            3.12,         -3.12,            .00,        .0500,F            ,D         ,H          ,R        ,       20101029,               0,      20101029,ZERO_BALANCE_HOLD
9010462839   ,    20070529,     20070530,       131260,         .00,          242.47,       -242.47,            .00,        .0500,F            ,D         ,H          ,R        ,       20070529,               0,      20070529,ZERO_BALANCE_HOLD
9010463190   ,    20200515,     20200518,        91855,         .00,         5171.80,      -5171.80,            .00,        .0500,F            ,D         ,H          ,         ,       20200515,               0,      20200515,ZERO_BALANCE_HOLD
9010463420   ,    20180117,     20180214,       150742,         .00,         2760.93,      -2760.93,            .00,        .0500,F            ,D         ,H          ,         ,       20180117,               0,      20180117,ZERO_BALANCE_HOLD
9010463537   ,    20201202,     20201203,        84750,         .00,           47.78,        -47.78,            .00,        .0500,F            ,D         ,H          ,R        ,       20201202,               0,      20201202,ZERO_BALANCE_HOLD
9010464869   ,    20200415,     20200617,        81236,         .00,         3740.31,      -3740.31,            .00,        .0500,F            ,D         ,H          ,         ,       20200415,               0,      20200415,ZERO_BALANCE_HOLD
9010464870   ,    20240121,     20240305,       145358,         .00,         3382.90,      -3382.90,            .00,        .0500,F            ,D         ,H          ,         ,       20240121,               0,      20240121,ZERO_BALANCE_HOLD
9010465331   ,    20250815,     20250815,       180431,     3421.46,         3250.39,        171.07,            .00,        .0500,F            ,D         ,A          ,R        ,       20200831,        20250815,      20250815,ACTIVE_CANDIDATE
9010466392   ,    20251023,     20251024,       120820,     5065.59,         4838.08,        227.51,            .00,        .0500,F            ,D         ,A          ,R        ,       20251023,        20251023,      20251023,ACTIVE_CANDIDATE
9010466470   ,    20100210,     20100211,        74529,         .00,           29.27,        -29.27,            .00,        .0500,F            ,D         ,H          ,R        ,       20100210,               0,      20100210,ZERO_BALANCE_HOLD
9010466471   ,    20111213,     20111214,        81549,         .00,           23.63,        -23.63,            .00,        .0500,F            ,D         ,H          ,R        ,       20111213,               0,      20111213,ZERO_BALANCE_HOLD
9010466472   ,    20101110,     20101110,       151106,         .00,           29.33,        -29.33,            .00,        .0500,F            ,D         ,H          ,R        ,       20101110,               0,      20101110,ZERO_BALANCE_HOLD
9010467061   ,    20141029,     20141030,        73938,         .00,             .26,          -.26,            .00,        .0500,F            ,D         ,H          ,R        ,       20141029,               0,      20141029,ZERO_BALANCE_HOLD
9010467154   ,    20250923,     20251124,       181350,     2481.23,         2357.17,        124.06,            .00,        .0500,F            ,D         ,H          ,A        ,              0,        20250923,      20250923,ACTIVE_CANDIDATE
9010467173   ,    20051215,     20051118,        90909,         .00,          161.44,       -161.44,            .00,        .0500,F            ,D         ,H          ,R        ,       20051215,               0,      20051215,ZERO_BALANCE_HOLD
9010467771   ,    20061115,     20061116,         5156,         .00,           70.43,        -70.43,            .00,        .0500,F            ,D         ,H          ,R        ,       20061115,               0,      20061115,ZERO_BALANCE_HOLD
9010469081   ,    20221003,     20221003,        95510,         .00,        16472.78,     -16472.78,            .00,        .0500,F            ,D         ,H          ,         ,       20221003,               0,      20221003,ZERO_BALANCE_HOLD
9010469728   ,    20160315,     20160516,       202113,         .00,         3291.91,      -3291.91,            .00,        .0500,F            ,D         ,H          ,         ,       20160315,               0,      20160315,ZERO_BALANCE_HOLD
9010469896   ,    20150708,     20150708,       194316,         .00,           25.86,        -25.86,            .00,        .0500,F            ,D         ,H          ,R        ,       20150708,               0,      20150708,ZERO_BALANCE_HOLD
9010471046   ,    20260301,     20260302,       185511,      639.25,          607.29,         31.96,            .00,        .0500,F            ,D         ,A          ,A        ,       20200413,        20260301,      20260301,ACTIVE_CANDIDATE
9010471534   ,    20150615,     20150518,       135720,         .00,          348.69,       -348.69,            .00,        .0500,F            ,D         ,H          ,         ,       20150615,               0,      20150615,ZERO_BALANCE_HOLD
9010472182   ,    20210111,     20210112,       101126,         .00,        16764.53,     -16764.53,            .00,        .0500,F            ,D         ,H          ,         ,       20210111,               0,      20210111,ZERO_BALANCE_HOLD
9010472183   ,    20210111,     20210112,       101548,         .00,         5385.70,      -5385.70,            .00,        .0500,F            ,D         ,H          ,         ,       20210111,               0,      20210111,ZERO_BALANCE_HOLD
9010473137   ,    20190807,     20190911,       161850,         .00,         2810.25,      -2810.25,            .00,        .0500,F            ,D         ,H          ,         ,       20190807,               0,      20190807,ZERO_BALANCE_HOLD
9010474519   ,    20090609,     20090609,        75301,         .00,         3298.57,      -3298.57,            .00,        .0500,F            ,D         ,H          ,R        ,       20090609,               0,      20090609,ZERO_BALANCE_HOLD
9010474522   ,    20240712,     20240729,       122120,         .00,         9709.86,      -9709.86,            .00,        .0500,F            ,D         ,H          ,         ,       20240712,               0,      20240712,ZERO_BALANCE_HOLD
9010476803   ,    20180107,     20180216,       153230,         .00,         4955.58,      -4955.58,            .00,        .0500,F            ,D         ,H          ,         ,       20180107,               0,      20180107,ZERO_BALANCE_HOLD
9010477512   ,    20201122,     20210115,        91237,         .00,         3055.20,      -3055.20,            .00,        .0500,F            ,D         ,H          ,         ,       20201122,               0,      20201122,ZERO_BALANCE_HOLD
9010477513   ,    20200430,     20200602,       154513,         .00,         3894.17,      -3894.17,            .00,        .0500,F            ,D         ,H          ,         ,       20200430,               0,      20200430,ZERO_BALANCE_HOLD
9010477989   ,    20200304,     20200312,        82228,         .00,         3224.90,      -3224.90,            .00,        .0500,F            ,D         ,H          ,         ,       20200304,               0,      20200304,ZERO_BALANCE_HOLD
9010478213   ,    20250819,     20250820,       121815,      103.91,           98.84,          5.07,            .00,        .0500,F            ,D         ,A          ,R        ,       20250819,        20250819,      20250819,ACTIVE_CANDIDATE
9010478214   ,    20250810,     20250811,       180544,       31.31,           29.74,          1.57,            .00,        .0500,F            ,D         ,A          ,R        ,       20250804,        20250810,      20250810,ACTIVE_CANDIDATE
9010478285   ,    20200405,     20200428,       140749,         .00,         7895.59,      -7895.59,            .00,        .0500,F            ,D         ,H          ,         ,       20200405,               0,      20200405,ZERO_BALANCE_HOLD
9010486919   ,    20250603,     20250603,       180110,     9063.72,         8687.10,        376.62,            .00,        .0500,F            ,D         ,R          ,R        ,       20250603,        20250603,      20250603,ACTIVE_CANDIDATE
9010486961   ,    20260401,     20260401,       185029,    10088.23,         9583.82,        504.41,            .00,        .0500,F            ,D         ,A          ,R        ,       20180420,        20260401,      20260401,ACTIVE_CANDIDATE
9010486964   ,    20220313,     20220407,       143520,         .00,         4587.38,      -4587.38,            .00,        .0500,F            ,D         ,H          ,         ,       20220313,               0,      20220313,ZERO_BALANCE_HOLD
9010487396   ,    20120827,     20120828,        80024,         .00,          344.97,       -344.97,            .00,        .0500,F            ,D         ,H          ,R        ,       20120827,               0,      20120827,ZERO_BALANCE_HOLD
9010487886   ,    20241212,     20241213,       133836,         .00,           58.99,        -58.99,            .00,        .0500,F            ,D         ,H          ,R        ,       20241212,               0,      20241212,ZERO_BALANCE_HOLD
9010488273   ,    20260427,     20260428,        75418,     5744.68,         5466.66,        278.02,            .00,        .0500,F            ,D         ,A          ,R        ,       20260427,        20260427,      20260427,ACTIVE_CANDIDATE
9010488274   ,    20180430,     20180501,        72829,     4282.62,         4077.07,        205.55,            .00,        .0500,F            ,D         ,R          ,R        ,       20180430,        20180430,      20180430,ACTIVE_CANDIDATE
9010491000   ,    20210523,     20210524,       181858,     2359.03,         2241.08,        117.95,            .00,        .0500,F            ,D         ,R          ,A        ,              0,        20210523,      20210523,ACTIVE_CANDIDATE
9010495113   ,    20250810,     20250811,       180544,      160.18,          152.17,          8.01,            .00,        .0500,F            ,D         ,A          ,R        ,       20240912,        20250810,      20250810,ACTIVE_CANDIDATE
9010496486   ,    20131008,     20131023,        84101,         .00,          629.67,       -629.67,            .00,        .0500,F            ,D         ,H          ,R        ,       20131008,               0,      20131008,ZERO_BALANCE_HOLD
9010497768   ,    20211015,     20211015,       182357,         .00,           88.72,        -88.72,            .00,        .0500,F            ,D         ,H          ,R        ,       20211015,               0,      20211015,ZERO_BALANCE_HOLD
9010499674   ,    20151215,     20160505,        74919,         .00,          712.33,       -712.33,            .00,        .0500,F            ,D         ,H          ,R        ,       20151215,               0,      20151215,ZERO_BALANCE_HOLD
9010500769   ,    20150414,     20150415,        81402,         .00,          149.31,       -149.31,            .00,        .0500,F            ,D         ,H          ,R        ,       20150414,               0,      20150414,ZERO_BALANCE_HOLD
9010501142   ,    20121204,     20121205,        92511,         .00,             .55,          -.55,            .00,        .0500,F            ,D         ,H          ,R        ,       20121204,               0,      20121204,ZERO_BALANCE_HOLD
9010501836   ,    20150203,     20150212,       113509,         .00,         3130.34,      -3130.34,            .00,        .0500,F            ,D         ,H          ,R        ,       20150203,               0,      20150203,ZERO_BALANCE_HOLD
9010502995   ,    20120515,     20120716,       200135,         .00,         1504.73,      -1504.73,            .00,        .0500,F            ,D         ,H          ,         ,       20120515,               0,      20120515,ZERO_BALANCE_HOLD
9010502996   ,    20120515,     20120716,       200135,         .00,         2089.78,      -2089.78,            .00,        .0500,F            ,D         ,H          ,         ,       20120515,               0,      20120515,ZERO_BALANCE_HOLD
9010510553   ,    20130701,     20130628,       152807,         .00,         1911.37,      -1911.37,            .00,        .0500,F            ,D         ,H          ,         ,       20130701,               0,      20130701,ZERO_BALANCE_HOLD
9010510671   ,    20220621,     20220822,       183840,     7050.43,         7421.51,       -371.08,            .00,        .0500,F            ,D         ,H          ,         ,       20210803,               0,      20220621,ACTIVE_CANDIDATE
9010510979   ,    20050526,     20050602,       113553,         .00,         1363.44,      -1363.44,            .00,        .0500,F            ,D         ,H          ,R        ,       20050526,               0,      20050526,ZERO_BALANCE_HOLD
9010511203   ,    20220804,     20220804,        90404,         .00,             .07,          -.07,            .00,        .0500,F            ,D         ,H          ,R        ,       20220804,               0,      20220804,ZERO_BALANCE_HOLD
9010513711   ,    20260407,     20260407,       180416,      121.20,          118.97,          2.23,            .00,        .0500,F            ,D         ,R          ,R        ,       20260407,        20260407,      20260407,ACTIVE_CANDIDATE
9010518048   ,    20251208,     20251209,       120127,     7227.60,         6902.01,        325.59,            .00,        .0500,F            ,D         ,A          ,R        ,       20251208,        20251208,      20251208,ACTIVE_CANDIDATE
9010518049   ,    20251208,     20251209,       120110,     3510.82,         3352.67,        158.15,            .00,        .0500,F            ,D         ,A          ,R        ,       20251208,        20251208,      20251208,ACTIVE_CANDIDATE
9010518545   ,    20251115,     20251117,       181654,     7098.35,         6743.43,        354.92,            .00,        .0500,F            ,D         ,A          ,R        ,       20031112,        20251115,      20251115,ACTIVE_CANDIDATE
9010520217   ,    20221115,     20221115,       181741,      216.71,          205.87,         10.84,            .00,        .0500,F            ,D         ,R          ,R        ,       20211122,        20221115,      20221115,ACTIVE_CANDIDATE
