PLAN,AGE,CNTL,CV0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
10HPFS,09,08,834.98,844.57,854.00,863.50,873.39,884.36,897.17,912.60,932.45,959.80,F,SM,00,0000,00,19000101
10HPFS,09,09,1000.00,,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,10,00,.00,.00,.00,1.25,5.56,9.94,14.42,19.01,23.76,28.70,F,SM,00,0000,00,19000101
10HPFS,10,01,33.82,39.14,44.66,50.37,56.25,62.35,68.67,75.23,82.03,89.07,F,SM,00,0000,00,19000101
10HPFS,10,02,96.34,103.87,111.65,119.68,127.85,136.26,144.86,153.61,162.57,171.75,F,SM,00,0000,00,19000101
10HPFS,10,03,181.20,190.93,200.96,211.30,221.97,232.95,244.22,255.76,267.58,279.67,F,SM,00,0000,00,19000101
10HPFS,10,04,292.04,304.67,317.55,330.69,344.07,357.68,371.51,385.52,399.71,414.04,F,SM,00,0000,00,19000101
10HPFS,10,05,428.50,443.05,457.69,472.38,487.11,501.86,516.62,531.38,546.16,560.98,F,SM,00,0000,00,19000101
10HPFS,10,06,575.80,590.59,605.45,620.36,635.33,650.34,665.38,680.42,695.45,710.49,F,SM,00,0000,00,19000101
10HPFS,10,07,725.24,739.53,753.25,766.35,778.93,791.40,802.89,813.89,824.37,834.37,F,SM,00,0000,00,19000101
10HPFS,10,08,843.99,853.46,862.99,872.91,883.93,896.79,912.27,932.20,959.65,1000.00,F,SM,00,0000,00,19000101
10HPFS,11,00,.00,.00,.00,1.71,6.11,10.60,15.21,19.99,24.94,30.08,F,SM,00,0000,00,19000101
10HPFS,11,01,35.42,40.96,46.69,52.60,58.72,65.06,71.65,78.48,85.55,92.85,F,SM,00,0000,00,19000101
10HPFS,11,02,100.40,108.21,116.27,124.48,132.92,141.55,150.34,159.33,168.55,178.03,F,SM,00,0000,00,19000101
10HPFS,11,03,187.80,197.87,208.25,218.95,229.98,241.29,252.88,264.74,276.89,289.30,F,SM,00,0000,00,19000101
10HPFS,11,04,301.98,314.91,328.10,341.53,355.20,369.08,383.14,397.38,411.77,426.28,F,SM,00,0000,00,19000101
10HPFS,11,05,440.90,455.59,470.34,485.13,499.93,514.75,529.57,544.41,559.28,574.16,F,SM,00,0000,00,19000101
10HPFS,11,06,589.00,603.92,618.89,633.92,648.99,664.09,679.18,694.28,709.37,724.18,F,SM,00,0000,00,19000101
10HPFS,11,07,738.52,752.30,765.44,778.07,790.59,802.13,813.17,823.69,833.73,843.39,F,SM,00,0000,00,19000101
10HPFS,11,08,852.89,862.46,872.42,883.48,896.39,911.93,931.93,959.49,1000.00,,F,SM,00,0000,00,19000101
10HPFS,12,00,.00,.00,.00,2.10,6.61,11.24,16.03,21.01,26.17,31.53,F,SM,00,0000,00,19000101
10HPFS,12,01,37.09,42.85,48.78,54.92,61.29,67.91,74.76,81.86,89.19,96.77,F,SM,00,0000,00,19000101
10HPFS,12,02,104.61,112.71,120.95,129.42,138.08,146.91,155.93,165.19,174.72,184.52,F,SM,00,0000,00,19000101
10HPFS,12,03,194.63,205.06,215.80,226.88,238.23,249.87,261.78,273.97,286.44,299.16,F,SM,00,0000,00,19000101
10HPFS,12,04,312.15,325.39,338.87,352.60,366.53,380.66,394.95,409.40,423.97,438.64,F,SM,00,0000,00,19000101
10HPFS,12,05,453.39,468.20,483.05,497.91,512.79,527.67,542.57,557.50,572.44,587.34,F,SM,00,0000,00,19000101
10HPFS,12,06,602.32,617.36,632.45,647.57,662.73,677.89,693.04,708.20,723.06,737.46,F,SM,00,0000,00,19000101
10HPFS,12,07,751.30,764.50,777.18,789.75,801.33,812.42,822.98,833.06,842.75,852.30,F,SM,00,0000,00,19000101
10HPFS,12,08,861.91,871.91,883.01,895.97,911.58,931.66,959.33,1000.00,,,F,SM,00,0000,00,19000101
10HPFS,13,00,.00,.00,.00,2.44,7.08,11.90,16.90,22.08,27.46,33.05,F,SM,00,0000,00,19000101
10HPFS,13,01,38.83,44.78,50.95,57.35,63.99,70.87,78.00,85.36,92.97,100.85,F,SM,00,0000,00,19000101
10HPFS,13,02,108.98,117.25,125.76,134.46,143.33,152.39,161.69,171.25,181.10,191.25,F,SM,00,0000,00,19000101
10HPFS,13,03,201.71,212.51,223.63,235.03,246.71,258.68,270.92,283.44,296.22,309.26,F,SM,00,0000,00,19000101
10HPFS,13,04,322.55,336.10,349.88,363.87,378.05,392.41,406.92,421.55,436.28,451.10,F,SM,00,0000,00,19000101
10HPFS,13,05,465.97,480.88,495.80,510.74,525.69,540.65,555.64,570.64,585.61,600.65,F,SM,00,0000,00,19000101
10HPFS,13,06,615.75,630.90,646.09,661.31,676.53,691.75,706.97,721.90,736.36,750.25,F,SM,00,0000,00,19000101
10HPFS,13,07,763.51,776.24,788.86,800.50,811.63,822.23,832.36,842.09,851.68,861.33,F,SM,00,0000,00,19000101
10HPFS,13,08,871.37,882.51,895.53,911.21,931.37,959.16,1000.00,,,,F,SM,00,0000,00,19000101
10HPFS,14,00,.00,.00,.00,2.73,7.56,12.58,17.79,23.19,28.80,34.61,F,SM,00,0000,00,19000101
10HPFS,14,01,40.59,46.78,53.21,59.88,66.79,73.95,81.34,88.99,96.90,105.07,F,SM,00,0000,00,19000101
10HPFS,14,02,113.38,121.93,130.66,139.56,148.67,158.01,167.61,177.50,187.70,198.21,F,SM,00,0000,00,19000101
10HPFS,14,03,209.05,220.22,231.67,243.41,255.42,267.72,280.29,293.13,306.23,319.58,F,SM,00,0000,00,19000101
10HPFS,14,04,333.18,347.02,361.08,375.32,389.74,404.31,419.01,433.81,448.69,463.62,F,SM,00,0000,00,19000101
10HPFS,14,05,478.60,493.59,508.60,523.61,538.63,553.69,568.76,583.79,598.90,614.06,F,SM,00,0000,00,19000101
10HPFS,14,06,629.28,644.54,659.83,675.11,690.40,705.69,720.68,735.20,749.16,762.47,F,SM,00,0000,00,19000101
10HPFS,14,07,775.26,787.94,799.62,810.80,821.45,831.62,841.40,851.03,860.72,870.80,F,SM,00,0000,00,19000101
10HPFS,14,08,882.00,895.07,910.82,931.07,958.98,1000.00,,,,,F,SM,00,0000,00,19000101
10HPFS,15,00,.00,.00,.00,3.05,8.09,13.33,18.76,24.39,30.22,36.23,F,SM,00,0000,00,19000101
10HPFS,15,01,42.45,48.91,55.61,62.55,69.74,77.17,84.85,92.80,101.00,109.35,F,SM,00,0000,00,19000101
10HPFS,15,02,117.94,126.71,135.66,144.80,154.18,163.83,173.76,184.01,194.57,205.46,F,SM,00,0000,00,19000101
10HPFS,15,03,216.68,228.18,239.97,252.04,264.39,277.02,289.92,303.07,316.49,330.15,F,SM,00,0000,00,19000101
10HPFS,15,04,344.05,358.17,372.49,386.97,401.61,416.37,431.24,446.18,461.19,476.23,F,SM,00,0000,00,19000101
10HPFS,15,05,491.29,506.36,521.44,536.53,551.66,566.80,581.90,597.08,612.31,627.60,F,SM,00,0000,00,19000101
10HPFS,15,06,642.92,658.28,673.64,688.99,704.35,719.41,734.00,748.02,761.39,774.24,F,SM,00,0000,00,19000101
10HPFS,15,07,786.97,798.71,809.94,820.64,830.85,840.68,850.35,860.08,870.22,881.46,F,SM,00,0000,00,19000101
10HPFS,15,08,894.60,910.41,930.76,958.79,1000.00,,,,,,F,SM,00,0000,00,19000101
10HPFS,16,00,.00,.00,.00,3.48,8.73,14.19,19.85,25.71,31.75,38.00,F,SM,00,0000,00,19000101
10HPFS,16,01,44.48,51.21,58.19,65.42,72.88,80.59,88.58,96.82,105.20,113.83,F,SM,00,0000,00,19000101
10HPFS,16,02,122.65,131.63,140.82,150.25,159.94,169.92,180.21,190.82,201.76,213.03,F,SM,00,0000,00,19000101
10HPFS,16,03,224.59,236.43,248.56,260.97,273.66,286.61,299.83,313.31,327.04,341.00,F,SM,00,0000,00,19000101
10HPFS,16,04,355.19,369.57,384.12,398.82,413.66,428.59,443.61,458.68,473.79,488.92,F,SM,00,0000,00,19000101
10HPFS,16,05,504.07,519.21,534.38,549.58,564.78,579.96,595.20,610.50,625.86,641.26,F,SM,00,0000,00,19000101
10HPFS,16,06,656.69,672.12,687.55,702.97,718.11,732.76,746.85,760.28,773.19,785.98,F,SM,00,0000,00,19000101
10HPFS,16,07,797.77,809.06,819.81,830.07,839.94,849.65,859.43,869.61,880.91,894.11,F,SM,00,0000,00,19000101
10HPFS,16,08,909.99,930.44,958.60,1000.00,,,,,,,F,SM,00,0000,00,19000101
10HPFS,17,00,.00,.00,.00,4.01,9.49,15.18,21.06,27.13,33.41,39.93,F,SM,00,0000,00,19000101
10HPFS,17,01,46.69,53.70,60.96,68.46,76.21,84.23,92.51,100.94,109.61,118.47,F,SM,00,0000,00,19000101
10HPFS,17,02,127.49,136.73,146.20,155.93,165.96,176.30,186.96,197.96,209.28,220.89,F,SM,00,0000,00,19000101
10HPFS,17,03,232.79,244.98,257.45,270.20,283.21,296.49,310.03,323.83,337.86,352.11,F,SM,00,0000,00,19000101
10HPFS,17,04,366.56,381.18,395.96,410.86,425.87,440.95,456.10,471.28,486.49,501.70,F,SM,00,0000,00,19000101
10HPFS,17,05,516.92,532.16,547.43,562.71,577.95,593.27,608.65,624.08,639.55,655.05,F,SM,00,0000,00,19000101
10HPFS,17,06,670.55,686.06,701.56,716.76,731.49,745.64,759.14,772.11,784.96,796.81,F,SM,00,0000,00,19000101
10HPFS,17,07,808.15,818.95,829.26,839.18,848.94,858.76,868.99,880.34,893.60,909.57,F,SM,00,0000,00,19000101
10HPFS,17,08,930.10,958.40,1000.00,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,18,00,.00,.00,.00,4.62,10.34,16.25,22.35,28.66,35.21,42.00,F,SM,00,0000,00,19000101
10HPFS,18,01,49.05,56.34,63.88,71.67,79.73,88.05,96.52,105.23,114.13,123.20,F,SM,00,0000,00,19000101
10HPFS,18,02,132.48,142.00,151.78,161.86,172.25,182.96,194.01,205.39,217.06,229.02,F,SM,00,0000,00,19000101
10HPFS,18,03,241.26,253.79,266.61,279.69,293.03,306.64,320.50,334.61,348.93,363.45,F,SM,00,0000,00,19000101
10HPFS,18,04,378.14,392.99,407.96,423.04,438.21,453.42,468.68,483.96,499.25,514.55,F,SM,00,0000,00,19000101
10HPFS,18,05,529.86,545.21,560.56,575.88,591.27,606.72,622.23,637.78,653.36,668.93,F,SM,00,0000,00,19000101
10HPFS,18,06,684.51,700.09,715.37,730.17,744.39,757.95,770.99,783.90,795.81,807.20,F,SM,00,0000,00,19000101
10HPFS,18,07,818.06,828.42,838.38,848.19,858.07,868.35,879.76,893.08,909.12,929.76,F,SM,00,0000,00,19000101
10HPFS,18,08,958.20,1000.00,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,19,00,.00,.00,.00,5.27,11.21,17.34,23.68,30.27,37.10,44.18,F,SM,00,0000,00,19000101
10HPFS,19,01,51.51,59.08,66.92,75.02,83.38,91.89,100.65,109.60,118.71,128.04,F,SM,00,0000,00,19000101
10HPFS,19,02,137.60,147.44,157.57,168.01,178.78,189.88,201.32,213.05,225.07,237.38,F,SM,00,0000,00,19000101
10HPFS,19,03,249.97,262.85,276.00,289.41,303.09,317.02,331.20,345.59,360.19,374.95,F,SM,00,0000,00,19000101
10HPFS,19,04,389.88,404.93,420.09,435.33,450.63,465.96,481.32,496.69,512.06,527.45,F,SM,00,0000,00,19000101
10HPFS,19,05,542.88,558.31,573.71,589.18,604.71,620.30,635.93,651.58,667.24,682.90,F,SM,00,0000,00,19000101
10HPFS,19,06,698.55,713.91,728.79,743.08,756.71,769.81,782.80,794.76,806.22,817.13,F,SM,00,0000,00,19000101
10HPFS,19,07,827.54,837.56,847.42,857.34,867.67,879.14,892.53,908.66,929.40,957.98,F,SM,00,0000,00,19000101
10HPFS,19,08,1000.00,,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,20,00,.00,.00,.00,5.93,12.09,18.47,25.09,31.95,39.07,46.44,F,SM,00,0000,00,19000101
10HPFS,20,01,54.06,61.93,70.08,78.49,87.04,95.84,104.84,114.01,123.38,133.00,F,SM,00,0000,00,19000101
10HPFS,20,02,142.89,153.07,163.57,174.39,185.56,197.06,208.85,220.93,233.31,245.97,F,SM,00,0000,00,19000101
10HPFS,20,03,258.91,272.13,285.62,299.37,313.38,327.63,342.10,356.77,371.62,386.62,F,SM,00,0000,00,19000101
10HPFS,20,04,401.75,416.99,432.31,447.69,463.11,478.55,494.00,509.45,524.93,540.44,F,SM,00,0000,00,19000101
10HPFS,20,05,555.95,571.43,586.99,602.60,618.27,633.98,649.72,665.46,681.20,696.94,F,SM,00,0000,00,19000101
10HPFS,20,06,712.38,727.34,741.71,755.41,768.58,781.64,793.67,805.18,816.15,826.62,F,SM,00,0000,00,19000101
10HPFS,20,07,836.69,846.60,856.58,866.97,878.49,891.96,908.17,929.02,957.76,1000.00,F,SM,00,0000,00,19000101
10HPFS,21,00,.00,.00,.39,6.58,13.00,19.65,26.56,33.72,41.13,48.78,F,SM,00,0000,00,19000101
10HPFS,21,01,56.70,64.89,73.35,81.95,90.80,99.85,109.07,118.49,128.16,138.11,F,SM,00,0000,00,19000101
10HPFS,21,02,148.35,158.91,169.79,181.02,192.58,204.44,216.59,229.03,241.76,254.78,F,SM,00,0000,00,19000101
10HPFS,21,03,268.07,281.63,295.46,309.55,323.88,338.43,353.18,368.11,383.20,398.42,F,SM,00,0000,00,19000101
10HPFS,21,04,413.74,429.15,444.61,460.12,475.64,491.18,506.72,522.28,537.87,553.47,F,SM,00,0000,00,19000101
10HPFS,21,05,569.04,584.68,600.38,616.14,631.94,647.77,663.60,679.43,695.25,710.78,F,SM,00,0000,00,19000101
10HPFS,21,06,725.82,740.27,754.05,767.29,780.42,792.52,804.10,815.12,825.65,835.78,F,SM,00,0000,00,19000101
10HPFS,21,07,845.75,855.78,866.23,877.82,891.35,907.66,928.63,957.52,1000.00,,F,SM,00,0000,00,19000101
10HPFS,22,00,.00,.00,.80,7.25,13.95,20.89,28.09,35.55,43.25,51.21,F,SM,00,0000,00,19000101
10HPFS,22,01,59.45,67.96,76.61,85.51,94.61,103.88,113.36,123.09,133.09,143.39,F,SM,00,0000,00,19000101
10HPFS,22,02,154.01,164.96,176.25,187.88,199.81,212.03,224.54,237.35,250.45,263.81,F,SM,00,0000,00,19000101
10HPFS,22,03,277.45,291.36,305.53,319.94,334.58,349.42,364.43,379.61,394.92,410.33,F,SM,00,0000,00,19000101
10HPFS,22,04,425.83,441.38,456.98,472.59,488.22,503.85,519.50,535.18,550.87,566.53,F,SM,00,0000,00,19000101
10HPFS,22,05,582.27,598.06,613.91,629.80,645.72,661.64,677.56,693.48,709.10,724.22,F,SM,00,0000,00,19000101
10HPFS,22,06,738.76,752.62,765.94,779.14,791.31,802.96,814.05,824.64,834.82,844.85,F,SM,00,0000,00,19000101
10HPFS,22,07,854.94,865.45,877.11,890.72,907.12,928.21,957.28,1000.00,,,F,SM,00,0000,00,19000101
10HPFS,23,00,.00,.00,1.22,7.95,14.94,22.19,29.69,37.44,45.45,53.74,F,SM,00,0000,00,19000101
10HPFS,23,01,62.29,71.00,79.96,89.11,98.44,107.98,117.76,127.82,138.19,148.87,F,SM,00,0000,00,19000101
10HPFS,23,02,159.89,171.25,182.95,194.95,207.24,219.83,232.72,245.89,259.34,273.06,F,SM,00,0000,00,19000101
10HPFS,23,03,287.06,301.31,315.81,330.54,345.47,360.57,375.84,391.24,406.75,422.34,F,SM,00,0000,00,19000101
10HPFS,23,04,437.99,453.68,469.38,485.11,500.83,516.58,532.36,548.14,563.90,579.73,F,SM,00,0000,00,19000101
10HPFS,23,05,595.61,611.56,627.55,643.57,659.58,675.60,691.62,707.33,722.55,737.17,F,SM,00,0000,00,19000101
10HPFS,23,06,751.12,764.52,777.80,790.04,801.76,812.92,823.57,833.82,843.91,854.06,F,SM,00,0000,00,19000101
10HPFS,23,07,864.63,876.36,890.06,906.55,927.78,957.02,1000.00,,,,F,SM,00,0000,00,19000101
10HPFS,24,00,.00,.00,1.68,8.71,16.00,23.55,31.35,39.41,47.75,56.36,F,SM,00,0000,00,19000101
10HPFS,24,01,65.12,74.14,83.35,92.74,102.33,112.18,122.31,132.74,143.49,154.57,F,SM,00,0000,00,19000101
10HPFS,24,02,166.00,177.78,189.86,202.23,214.90,227.86,241.12,254.66,268.47,282.55,F,SM,00,0000,00,19000101
10HPFS,24,03,296.89,311.48,326.30,341.33,356.53,371.89,387.39,403.00,418.68,434.43,F,SM,00,0000,00,19000101
10HPFS,24,04,450.22,466.03,481.85,497.68,513.52,529.40,545.29,561.14,577.07,593.06,F,SM,00,0000,00,19000101
10HPFS,24,05,609.11,625.19,641.31,657.43,673.55,689.67,705.48,720.79,735.51,749.54,F,SM,00,0000,00,19000101
10HPFS,24,06,763.03,776.39,788.71,800.50,811.74,822.46,832.77,842.92,853.14,863.77,F,SM,00,0000,00,19000101
10HPFS,24,07,875.58,889.36,905.96,927.32,956.75,1000.00,,,,,F,SM,00,0000,00,19000101
10HPFS,25,00,.00,.00,2.21,9.54,17.14,24.99,33.10,41.50,50.17,58.99,F,SM,00,0000,00,19000101
10HPFS,25,01,68.06,77.33,86.78,96.44,106.35,116.55,127.04,137.87,149.02,160.53,F,SM,00,0000,00,19000101
10HPFS,25,02,172.38,184.54,196.99,209.74,222.79,236.14,249.76,263.66,277.84,292.27,F,SM,00,0000,00,19000101
10HPFS,25,03,306.96,321.88,337.00,352.30,367.77,383.37,399.08,414.87,430.72,446.61,F,SM,00,0000,00,19000101
10HPFS,25,04,462.52,478.45,494.38,510.33,526.31,542.30,558.26,574.29,590.39,606.54,F,SM,00,0000,00,19000101
10HPFS,25,05,622.73,638.96,655.18,671.41,687.63,703.54,718.96,733.77,747.90,761.47,F,SM,00,0000,00,19000101
10HPFS,25,06,774.93,787.33,799.19,810.50,821.29,831.67,841.89,852.17,862.88,874.76,F,SM,00,0000,00,19000101
10HPFS,25,07,888.64,905.35,926.84,956.46,1000.00,,,,,,F,SM,00,0000,00,19000101
10HPFS,26,00,.00,.00,2.77,10.42,18.32,26.49,34.94,43.67,52.55,61.68,F,SM,00,0000,00,19000101
10HPFS,26,01,71.02,80.53,90.26,100.24,110.50,121.07,131.97,143.20,154.79,166.72,F,SM,00,0000,00,19000101
10HPFS,26,02,178.96,191.50,204.34,217.48,230.92,244.63,258.63,272.90,287.43,302.22,F,SM,00,0000,00,19000101
10HPFS,26,03,317.24,332.47,347.87,363.45,379.15,394.97,410.87,426.83,442.83,458.85,F,SM,00,0000,00,19000101
10HPFS,26,04,474.88,490.92,506.98,523.07,539.17,555.24,571.38,587.58,603.85,620.15,F,SM,00,0000,00,19000101
10HPFS,26,05,636.49,652.82,669.16,685.49,701.52,717.04,731.95,746.17,759.84,773.39,F,SM,00,0000,00,19000101
10HPFS,26,06,785.87,797.82,809.20,820.07,830.52,840.81,851.16,861.94,873.90,887.87,F,SM,00,0000,00,19000101
10HPFS,26,07,904.70,926.34,956.16,1000.00,,,,,,,F,SM,00,0000,00,19000101
10HPFS,27,00,.00,.00,3.35,11.30,19.53,28.04,36.83,45.78,54.98,64.38,F,SM,00,0000,00,19000101
10HPFS,27,01,73.96,83.76,93.81,104.15,114.79,125.77,137.08,148.75,160.77,173.09,F,SM,00,0000,00,19000101
10HPFS,27,02,185.72,198.65,211.89,225.42,239.23,253.33,267.70,282.34,297.24,312.36,F,SM,00,0000,00,19000101
10HPFS,27,03,327.70,343.21,358.89,374.71,390.64,406.65,422.73,438.84,454.98,471.13,F,SM,00,0000,00,19000101
10HPFS,27,04,487.28,503.45,519.66,535.88,552.06,568.32,584.64,601.02,617.44,633.89,F,SM,00,0000,00,19000101
10HPFS,27,05,650.34,666.79,683.25,699.38,715.01,730.03,744.36,758.12,771.77,784.34,F,SM,00,0000,00,19000101
10HPFS,27,06,796.38,807.84,818.78,829.31,839.67,850.10,860.95,873.00,887.07,904.02,F,SM,00,0000,00,19000101
10HPFS,27,07,925.82,955.85,1000.00,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,28,00,.00,.00,3.91,12.20,20.78,29.63,38.64,47.91,57.39,67.04,F,SM,00,0000,00,19000101
10HPFS,28,01,76.91,87.03,97.45,108.17,119.23,130.63,142.38,154.49,166.91,179.63,F,SM,00,0000,00,19000101
10HPFS,28,02,192.66,205.99,219.63,233.55,247.75,262.23,276.98,291.98,307.22,322.67,F,SM,00,0000,00,19000101
10HPFS,28,03,338.30,354.10,370.04,386.09,402.22,418.41,434.65,450.90,467.17,483.45,F,SM,00,0000,00,19000101
10HPFS,28,04,499.74,516.07,532.41,548.71,565.09,581.53,598.03,614.58,631.15,647.73,F,SM,00,0000,00,19000101
10HPFS,28,05,664.30,680.88,697.14,712.88,728.01,742.45,756.32,770.06,782.73,794.85,F,SM,00,0000,00,19000101
10HPFS,28,06,806.40,817.43,828.03,838.47,848.98,859.92,872.05,886.23,903.30,925.26,F,SM,00,0000,00,19000101
10HPFS,28,07,955.52,1000.00,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,29,00,.00,.00,4.49,13.13,22.06,31.14,40.48,50.03,59.75,69.70,F,SM,00,0000,00,19000101
10HPFS,29,01,79.91,90.40,101.21,112.35,123.84,135.69,147.89,160.40,173.23,186.36,F,SM,00,0000,00,19000101
10HPFS,29,02,199.79,213.53,227.56,241.87,256.46,271.33,286.45,301.81,317.38,333.14,F,SM,00,0000,00,19000101
10HPFS,29,03,349.06,365.12,381.29,397.55,413.87,430.23,446.62,463.01,479.42,495.84,F,SM,00,0000,00,19000101
10HPFS,29,04,512.29,528.76,545.19,561.70,578.26,594.90,611.57,628.27,644.98,661.68,F,SM,00,0000,00,19000101
10HPFS,29,05,678.39,694.77,710.64,725.89,740.44,754.41,768.27,781.03,793.25,804.89,F,SM,00,0000,00,19000101
10HPFS,29,06,816.00,826.69,837.21,847.80,858.82,871.05,885.34,902.54,924.68,955.17,F,SM,00,0000,00,19000101
10HPFS,29,07,1000.00,,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,30,00,.00,.00,5.09,14.09,23.24,32.66,42.28,52.09,62.12,72.41,F,SM,00,0000,00,19000101
10HPFS,30,01,82.99,93.88,105.12,116.70,128.64,140.95,153.56,166.49,179.73,193.27,F,SM,00,0000,00,19000101
10HPFS,30,02,207.12,221.27,235.69,250.40,265.39,280.64,296.12,311.82,327.70,343.75,F,SM,00,0000,00,19000101
10HPFS,30,03,359.95,376.25,392.64,409.09,425.59,442.11,458.64,475.17,491.73,508.32,F,SM,00,0000,00,19000101
10HPFS,30,04,524.92,541.48,558.12,574.83,591.59,608.40,625.24,642.08,658.92,675.77,F,SM,00,0000,00,19000101
10HPFS,30,05,692.28,708.28,723.66,738.32,752.41,766.38,779.25,791.57,803.30,814.50,F,SM,00,0000,00,19000101
10HPFS,30,06,825.28,835.88,846.56,857.67,870.00,884.41,901.75,924.06,954.81,1000.00,F,SM,00,0000,00,19000101
10HPFS,31,00,.00,.00,5.72,14.95,24.45,34.16,44.05,54.16,64.53,75.20,F,SM,00,0000,00,19000101
10HPFS,31,01,86.19,97.52,109.20,121.25,133.65,146.38,159.42,172.76,186.43,200.39,F,SM,00,0000,00,19000101
10HPFS,31,02,214.66,229.21,244.04,259.16,274.53,290.15,305.98,322.00,338.18,354.51,F,SM,00,0000,00,19000101
10HPFS,31,03,370.96,387.49,404.08,420.72,437.37,454.04,470.72,487.41,504.15,520.88,F,SM,00,0000,00,19000101
10HPFS,31,04,537.59,554.37,571.22,588.13,605.08,622.06,639.05,656.03,673.01,689.67,F,SM,00,0000,00,19000101
10HPFS,31,05,705.81,721.31,736.10,750.31,764.39,777.38,789.80,801.63,812.93,823.79,F,SM,00,0000,00,19000101
10HPFS,31,06,834.49,845.26,856.46,868.90,883.42,900.92,923.42,954.42,1000.00,,F,SM,00,0000,00,19000101
10HPFS,32,00,.00,.00,6.23,15.81,25.60,35.58,45.78,56.25,67.01,78.10,F,SM,00,0000,00,19000101
10HPFS,32,01,89.53,101.31,113.46,125.98,138.82,151.97,165.44,179.22,193.31,207.70,F,SM,00,0000,00,19000101
10HPFS,32,02,222.38,237.35,252.60,268.11,283.86,299.83,315.99,332.32,348.80,365.39,F,SM,00,0000,00,19000101
10HPFS,32,03,382.06,398.80,415.59,432.39,449.21,466.03,482.87,499.75,516.64,533.49,F,SM,00,0000,00,19000101
10HPFS,32,04,550.43,567.42,584.48,601.58,618.72,635.85,652.98,670.12,686.92,703.20,F,SM,00,0000,00,19000101
10HPFS,32,05,718.84,733.76,748.10,762.31,775.40,787.94,799.87,811.27,822.23,833.02,F,SM,00,0000,00,19000101
10HPFS,32,06,843.88,855.19,867.74,882.39,900.04,922.74,954.02,1000.00,,,F,SM,00,0000,00,19000101
10HPFS,33,00,.00,.00,6.71,16.59,26.66,36.96,47.52,58.39,69.58,81.11,F,SM,00,0000,00,19000101
10HPFS,33,01,93.00,105.27,117.90,130.86,144.13,157.72,171.63,185.85,200.38,215.19,F,SM,00,0000,00,19000101
10HPFS,33,02,230.30,245.69,261.34,277.24,293.36,309.67,326.15,342.78,359.52,376.35,F,SM,00,0000,00,19000101
10HPFS,33,03,393.24,410.18,427.14,444.12,461.09,478.09,495.13,512.17,529.18,546.27,F,SM,00,0000,00,19000101
10HPFS,33,04,563.42,580.64,597.90,615.19,632.48,649.77,667.07,684.03,700.46,716.24,F,SM,00,0000,00,19000101
10HPFS,33,05,731.30,745.77,760.11,773.33,785.98,798.02,809.53,820.59,831.48,842.44,F,SM,00,0000,00,19000101
10HPFS,33,06,853.85,866.52,881.30,899.11,922.03,953.59,1000.00,,,,F,SM,00,0000,00,19000101
10HPFS,34,00,.00,.00,7.12,17.28,27.68,38.34,49.31,60.61,72.26,84.26,F,SM,00,0000,00,19000101
10HPFS,34,01,96.64,109.40,122.48,135.88,149.60,163.65,178.01,192.67,207.63,222.88,F,SM,00,0000,00,19000101
10HPFS,34,02,238.42,254.22,270.27,286.55,303.01,319.66,336.44,353.35,370.34,387.40,F,SM,00,0000,00,19000101
10HPFS,34,03,404.50,421.62,438.76,455.90,473.06,490.26,507.47,524.64,541.90,559.21,F,SM,00,0000,00,19000101
10HPFS,34,04,576.60,594.02,611.48,628.94,646.40,663.86,680.98,697.57,713.51,728.71,F,SM,00,0000,00,19000101
10HPFS,34,05,743.32,757.80,771.14,783.91,796.08,807.69,818.86,829.86,840.92,852.44,F,SM,00,0000,00,19000101
10HPFS,34,06,865.23,880.16,898.14,921.28,953.15,1000.00,,,,,F,SM,00,0000,00,19000101
10HPFS,35,00,.00,.00,7.55,18.05,28.82,39.90,51.31,63.07,75.20,87.70,F,SM,00,0000,00,19000101
10HPFS,35,01,100.58,113.79,127.33,141.18,155.37,169.87,184.67,199.78,215.18,230.87,F,SM,00,0000,00,19000101
10HPFS,35,02,246.84,263.05,279.48,296.11,312.92,329.87,346.94,364.10,381.33,398.60,F,SM,00,0000,00,19000101
10HPFS,35,03,415.89,433.20,450.51,467.84,485.22,502.59,519.93,537.36,554.85,572.40,F,SM,00,0000,00,19000101
10HPFS,35,04,590.00,607.64,625.27,642.90,660.53,677.83,694.58,710.67,726.03,740.78,F,SM,00,0000,00,19000101
10HPFS,35,05,755.40,768.88,781.77,794.06,805.79,817.07,828.17,839.35,850.98,863.89,F,SM,00,0000,00,19000101
10HPFS,35,06,878.97,897.13,920.50,952.68,1000.00,,,,,,F,SM,00,0000,00,19000101
10HPFS,36,00,.00,.00,7.95,18.83,30.02,41.54,53.43,65.68,78.31,91.33,F,SM,00,0000,00,19000101
10HPFS,36,01,104.67,118.35,132.35,146.67,161.33,176.28,191.55,207.11,222.96,239.09,F,SM,00,0000,00,19000101
