PLAN,AGE,CNTL,TV0,TV1,TV2,TV3,TV4,TV5,TV6,TV7,TV8,TV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
10HPFS,53,01,230.75,254.16,277.51,300.79,323.97,347.09,370.17,393.16,416.01,438.87,F,SM,00,0000,00,19000101
10HPFS,53,02,461.72,484.56,507.36,530.10,552.75,575.30,597.75,619.69,640.87,661.15,F,SM,00,0000,00,19000101
10HPFS,53,03,680.44,698.91,717.15,733.91,749.89,765.06,779.47,793.26,806.75,820.20,F,SM,00,0000,00,19000101
10HPFS,53,04,834.05,849.23,866.69,887.36,913.47,948.82,1000.00,,,,F,SM,00,0000,00,19000101
10HPFS,54,00,.00,23.05,46.34,69.84,93.51,117.31,141.22,165.19,189.17,213.15,F,SM,00,0000,00,19000101
10HPFS,54,01,237.09,260.97,284.76,308.47,332.11,355.70,379.21,402.57,425.95,449.31,F,SM,00,0000,00,19000101
10HPFS,54,02,472.66,495.97,519.23,542.38,565.44,588.40,610.83,632.48,653.22,672.94,F,SM,00,0000,00,19000101
10HPFS,54,03,691.83,710.47,727.61,743.96,759.47,774.20,788.31,802.10,815.86,830.04,F,SM,00,0000,00,19000101
10HPFS,54,04,845.56,863.44,884.61,911.34,947.56,1000.00,,,,,F,SM,00,0000,00,19000101
10HPFS,55,00,.00,23.83,47.88,72.10,96.46,120.92,145.44,169.98,194.52,219.02,F,SM,00,0000,00,19000101
10HPFS,55,01,243.45,267.80,292.06,316.24,340.38,364.43,388.34,412.27,436.17,460.06,F,SM,00,0000,00,19000101
10HPFS,55,02,483.92,507.71,531.40,555.00,578.49,601.44,623.60,644.82,665.00,684.33,F,SM,00,0000,00,19000101
10HPFS,55,03,703.41,720.95,737.67,753.54,768.63,783.06,797.18,811.27,825.78,841.69,F,SM,00,0000,00,19000101
10HPFS,55,04,860.00,881.69,909.09,946.22,1000.00,,,,,,F,SM,00,0000,00,19000101
10HPFS,56,00,.00,24.62,49.42,74.37,99.42,124.53,149.67,174.79,199.88,224.89,F,SM,00,0000,00,19000101
10HPFS,56,01,249.83,274.67,299.44,324.16,348.79,373.28,397.77,422.25,446.72,471.15,F,SM,00,0000,00,19000101
10HPFS,56,02,495.52,519.78,543.94,568.00,591.50,614.19,635.92,656.59,676.38,695.92,F,SM,00,0000,00,19000101
10HPFS,56,03,713.89,731.02,747.27,762.72,777.51,791.97,806.41,821.28,837.58,856.36,F,SM,00,0000,00,19000101
10HPFS,56,04,878.60,906.71,944.81,1000.00,,,,,,,F,SM,00,0000,00,19000101
10HPFS,57,00,.00,25.42,50.98,76.65,102.39,128.15,153.90,179.62,205.25,230.81,F,SM,00,0000,00,19000101
10HPFS,57,01,256.27,281.65,306.99,332.23,357.32,382.43,407.52,432.60,457.63,482.61,F,SM,00,0000,00,19000101
10HPFS,57,02,507.47,532.23,556.89,580.98,604.23,626.51,647.69,667.98,688.00,706.41,F,SM,00,0000,00,19000101
10HPFS,57,03,723.97,740.63,756.47,771.63,786.46,801.26,816.51,833.24,852.51,875.33,F,SM,00,0000,00,19000101
10HPFS,57,04,904.19,943.31,1000.00,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,58,00,.00,26.22,52.55,78.95,105.38,131.79,158.16,184.46,210.67,236.78,F,SM,00,0000,00,19000101
10HPFS,58,01,262.82,288.81,314.70,340.44,366.19,391.92,417.64,443.32,468.94,494.44,F,SM,00,0000,00,19000101
10HPFS,58,02,519.84,545.13,569.84,593.69,616.54,638.26,659.07,679.61,698.50,716.51,F,SM,00,0000,00,19000101
10HPFS,58,03,733.60,749.85,765.40,780.62,795.81,811.47,828.64,848.42,871.87,901.52,F,SM,00,0000,00,19000101
10HPFS,58,04,941.73,1000.00,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,59,00,.00,27.03,54.13,81.25,108.37,135.44,162.43,189.34,216.15,242.87,F,SM,00,0000,00,19000101
10HPFS,59,01,269.55,296.13,322.55,348.98,375.40,401.80,428.16,454.46,480.64,506.71,F,SM,00,0000,00,19000101
10HPFS,59,02,532.67,558.04,582.52,605.97,628.28,649.64,670.73,690.12,708.61,726.16,F,SM,00,0000,00,19000101
10HPFS,59,03,742.84,758.81,774.43,790.04,806.12,823.76,844.10,868.20,898.70,940.05,F,SM,00,0000,00,19000101
10HPFS,59,04,1000.00,,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,60,00,.00,27.84,55.71,83.56,111.37,139.11,166.75,194.29,221.75,249.16,F,SM,00,0000,00,19000101
10HPFS,60,01,276.46,303.61,330.76,357.90,385.03,412.11,439.13,466.02,492.81,519.48,F,SM,00,0000,00,19000101
10HPFS,60,02,545.54,570.70,594.79,617.71,639.66,661.32,681.24,700.24,718.27,735.41,F,SM,00,0000,00,19000101
10HPFS,60,03,751.83,767.88,783.92,800.46,818.60,839.52,864.32,895.70,938.27,1000.00,F,SM,00,0000,00,19000101
10HPFS,61,00,.00,28.65,57.29,85.89,114.40,142.83,171.15,199.38,227.56,255.64,F,SM,00,0000,00,19000101
10HPFS,61,01,283.54,311.47,339.37,367.27,395.11,422.89,450.55,478.09,505.51,532.31,F,SM,00,0000,00,19000101
10HPFS,61,02,558.17,582.95,606.51,629.08,651.36,671.84,691.38,709.92,727.55,744.43,F,SM,00,0000,00,19000101
10HPFS,61,03,760.95,777.45,794.46,813.14,834.67,860.20,892.53,936.39,1000.00,,F,SM,00,0000,00,19000101
10HPFS,62,00,.00,29.47,58.90,88.24,117.49,146.63,175.69,204.69,233.58,262.30,F,SM,00,0000,00,19000101
10HPFS,62,01,291.04,319.75,348.45,377.11,405.69,434.15,462.50,490.72,518.29,544.91,F,SM,00,0000,00,19000101
10HPFS,62,02,570.41,594.65,617.88,640.81,661.89,681.99,701.08,719.22,736.60,753.60,F,SM,00,0000,00,19000101
10HPFS,62,03,770.59,788.12,807.35,829.53,855.85,889.17,934.40,1000.00,,,F,SM,00,0000,00,19000101
10HPFS,63,00,.00,30.31,60.53,90.65,120.67,150.59,180.46,210.21,239.79,269.39,F,SM,00,0000,00,19000101
10HPFS,63,01,298.96,328.52,358.03,387.47,416.79,445.98,475.04,503.44,530.86,557.12,F,SM,00,0000,00,19000101
10HPFS,63,02,582.09,606.01,629.63,651.34,672.05,691.71,710.40,728.30,745.82,763.33,F,SM,00,0000,00,19000101
10HPFS,63,03,781.39,801.22,824.09,851.23,885.62,932.29,1000.00,,,,F,SM,00,0000,00,19000101
10HPFS,64,00,.00,31.15,62.20,93.14,123.98,154.77,185.44,215.93,246.44,276.93,F,SM,00,0000,00,19000101
10HPFS,64,01,307.40,337.82,368.16,398.38,428.47,458.43,487.70,515.96,543.03,568.77,F,SM,00,0000,00,19000101
10HPFS,64,02,593.43,617.78,640.16,661.51,681.78,701.05,719.51,737.57,755.63,774.26,F,SM,00,0000,00,19000101
10HPFS,64,03,794.72,818.32,846.34,881.85,930.05,1000.00,,,,,F,SM,00,0000,00,19000101
10HPFS,65,00,.00,32.04,63.95,95.77,127.54,159.18,190.63,222.11,253.56,285.00,F,SM,00,0000,00,19000101
10HPFS,65,01,316.38,347.69,378.86,409.90,440.81,471.02,500.17,528.10,554.66,580.10,F,SM,00,0000,00,19000101
10HPFS,65,02,605.21,628.31,650.33,671.25,691.13,710.18,728.83,747.46,766.70,787.82,F,SM,00,0000,00,19000101
10HPFS,65,03,812.21,841.15,877.85,927.68,1000.00,,,,,,F,SM,00,0000,00,19000101
10HPFS,66,00,.00,32.96,65.81,98.61,131.29,163.77,196.27,228.75,261.21,293.61,F,SM,00,0000,00,19000101
10HPFS,66,01,325.94,358.13,390.19,422.11,453.29,483.40,512.24,539.66,565.93,591.87,F,SM,00,0000,00,19000101
10HPFS,66,02,615.72,638.47,660.06,680.60,700.28,719.54,738.79,758.67,780.50,805.71,F,SM,00,0000,00,19000101
10HPFS,66,03,835.65,873.60,925.16,1000.00,,,,,,,F,SM,00,0000,00,19000101
10HPFS,67,00,.00,33.96,67.86,101.63,135.20,168.79,202.36,235.91,269.41,302.82,F,SM,00,0000,00,19000101
10HPFS,67,01,336.09,369.22,402.21,434.45,465.56,495.37,523.72,550.87,577.68,602.33,F,SM,00,0000,00,19000101
10HPFS,67,02,625.85,648.17,669.41,689.75,709.66,729.58,750.13,772.72,798.80,829.79,F,SM,00,0000,00,19000101
10HPFS,67,03,869.09,922.48,1000.00,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,68,00,.00,35.07,70.01,104.75,139.50,174.23,208.95,243.60,278.17,312.59,F,SM,00,0000,00,19000101
10HPFS,68,01,346.87,381.01,414.36,446.55,477.39,506.72,534.82,562.56,588.06,612.39,F,SM,00,0000,00,19000101
10HPFS,68,02,635.49,657.47,678.52,699.13,719.75,741.03,764.42,791.44,823.55,864.27,F,SM,00,0000,00,19000101
10HPFS,68,03,919.63,1000.00,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,69,00,.00,36.19,72.17,108.17,144.14,180.10,215.99,251.80,287.46,322.96,F,SM,00,0000,00,19000101
10HPFS,69,01,358.32,392.87,426.21,458.16,488.54,517.64,546.38,572.80,598.00,621.93,F,SM,00,0000,00,19000101
10HPFS,69,02,644.70,666.51,687.87,709.23,731.30,755.55,783.57,816.87,859.12,916.57,F,SM,00,0000,00,19000101
10HPFS,69,03,1000.00,,,,,,,,,,F,SM,00,0000,00,19000101
10HPFS,70,00,.00,37.31,74.64,111.94,149.23,186.45,223.59,260.56,297.38,334.04,F,SM,00,0000,00,19000101
10HPFS,70,01,369.87,404.45,437.58,469.08,499.27,529.06,556.46,582.60,607.42,631.03,F,SM,00,0000,00,19000101
10HPFS,70,02,653.66,675.82,697.98,720.88,746.05,775.14,809.72,853.61,913.30,1000.00,F,SM,00,0000,00,19000101
10HPMN,00,00,.00,3.27,6.65,10.16,13.78,17.52,21.37,25.34,29.44,33.67,M,NS,00,0000,00,19000101
10HPMN,00,01,38.01,42.49,47.07,51.76,56.52,61.31,66.10,70.86,75.63,80.52,M,NS,00,0000,00,19000101
10HPMN,00,02,85.54,90.67,96.00,101.53,107.23,113.11,119.28,125.68,132.32,139.21,M,NS,00,0000,00,19000101
10HPMN,00,03,146.33,153.66,161.19,168.89,176.73,184.71,192.82,201.07,209.48,218.10,M,NS,00,0000,00,19000101
10HPMN,00,04,226.95,236.01,245.27,254.77,264.50,274.50,284.77,295.32,306.16,317.28,M,NS,00,0000,00,19000101
10HPMN,00,05,328.68,340.33,352.23,364.35,376.70,389.31,402.18,415.35,428.83,442.61,M,NS,00,0000,00,19000101
10HPMN,00,06,456.67,470.97,485.46,500.14,514.98,530.00,545.19,560.56,576.09,591.78,M,NS,00,0000,00,19000101
10HPMN,00,07,607.58,623.44,639.30,655.10,670.80,686.39,701.86,717.20,732.41,747.44,M,NS,00,0000,00,19000101
10HPMN,00,08,762.26,776.78,790.98,804.80,818.17,831.00,843.20,854.68,865.37,875.28,M,NS,00,0000,00,19000101
10HPMN,00,09,884.45,893.04,901.27,909.42,917.99,927.73,939.09,953.26,972.30,1000.00,M,NS,00,0000,00,19000101
10HPMN,01,00,.00,3.40,6.91,10.55,14.30,18.17,22.15,26.26,30.50,34.86,M,NS,00,0000,00,19000101
10HPMN,01,01,39.35,43.95,48.65,53.42,58.23,63.04,67.81,72.60,77.51,82.54,M,NS,00,0000,00,19000101
10HPMN,01,02,87.69,93.04,98.58,104.30,110.20,116.39,122.80,129.47,136.38,143.53,M,NS,00,0000,00,19000101
10HPMN,01,03,150.88,158.44,166.16,174.02,182.03,190.16,198.44,206.88,215.53,224.40,M,NS,00,0000,00,19000101
10HPMN,01,04,233.49,242.79,252.31,262.07,272.11,282.41,293.00,303.87,315.03,326.46,M,NS,00,0000,00,19000101
10HPMN,01,05,338.16,350.09,362.25,374.64,387.29,400.20,413.42,426.94,440.77,454.87,M,NS,00,0000,00,19000101
10HPMN,01,06,469.21,483.75,498.47,513.37,528.43,543.67,559.09,574.67,590.41,606.26,M,NS,00,0000,00,19000101
10HPMN,01,07,622.18,638.08,653.94,669.69,685.33,700.85,716.24,731.50,746.58,761.44,M,NS,00,0000,00,19000101
10HPMN,01,08,776.01,790.26,804.13,817.54,830.41,842.65,854.16,864.89,874.83,884.03,M,NS,00,0000,00,19000101
10HPMN,01,09,892.65,900.90,909.08,917.68,927.46,938.86,953.08,972.19,1000.00,,M,NS,00,0000,00,19000101
10HPMN,02,00,.00,3.53,7.18,10.94,14.82,18.82,22.94,27.19,31.57,36.07,M,NS,00,0000,00,19000101
10HPMN,02,01,40.69,45.40,50.20,55.02,59.84,64.63,69.44,74.36,79.41,84.58,M,NS,00,0000,00,19000101
10HPMN,02,02,89.94,95.50,101.24,107.16,113.38,119.81,126.50,133.43,140.60,147.98,M,NS,00,0000,00,19000101
10HPMN,02,03,155.56,163.31,171.20,179.24,187.40,195.70,204.17,212.85,221.75,230.87,M,NS,00,0000,00,19000101
10HPMN,02,04,240.20,249.75,259.55,269.62,279.96,290.58,301.48,312.68,324.15,335.89,M,NS,00,0000,00,19000101
10HPMN,02,05,347.86,360.06,372.50,385.18,398.14,411.40,424.97,438.84,452.99,467.38,M,NS,00,0000,00,19000101
10HPMN,02,06,481.97,496.74,511.69,526.80,542.09,557.56,573.20,588.99,604.89,620.86,M,NS,00,0000,00,19000101
10HPMN,02,07,636.82,652.73,668.54,684.23,699.80,715.24,730.55,745.68,760.59,775.21,M,NS,00,0000,00,19000101
10HPMN,02,08,789.51,803.42,816.88,829.79,842.07,853.63,864.38,874.36,883.60,892.25,M,NS,00,0000,00,19000101
10HPMN,02,09,900.52,908.73,917.37,927.18,938.62,952.90,972.08,1000.00,,,M,NS,00,0000,00,19000101
10HPMN,03,00,.00,3.66,7.44,11.33,15.34,19.48,23.75,28.14,32.66,37.29,M,NS,00,0000,00,19000101
10HPMN,03,01,42.02,46.83,51.67,56.51,61.32,66.14,71.08,76.15,81.33,86.72,M,NS,00,0000,00,19000101
10HPMN,03,02,92.29,98.05,103.99,110.23,116.69,123.40,130.35,137.55,144.95,152.56,M,NS,00,0000,00,19000101
10HPMN,03,03,160.34,168.26,176.32,184.51,192.84,201.34,210.05,218.98,228.13,237.49,M,NS,00,0000,00,19000101
10HPMN,03,04,247.08,256.91,267.02,277.39,288.05,298.99,310.23,321.74,333.52,345.53,M,NS,00,0000,00,19000101
10HPMN,03,05,357.77,370.25,382.98,395.99,409.29,422.91,436.83,451.03,465.47,480.11,M,NS,00,0000,00,19000101
10HPMN,03,06,494.93,509.93,525.10,540.44,555.96,571.66,587.50,603.46,619.48,635.50,M,NS,00,0000,00,19000101
10HPMN,03,07,651.46,667.33,683.07,698.70,714.19,729.55,744.74,759.71,774.37,788.72,M,NS,00,0000,00,19000101
10HPMN,03,08,802.68,816.19,829.14,841.47,853.06,863.86,873.87,883.14,891.82,900.13,M,NS,00,0000,00,19000101
10HPMN,03,09,908.37,917.03,926.89,938.37,952.71,971.97,1000.00,,,,M,NS,00,0000,00,19000101
10HPMN,04,00,.00,3.79,7.70,11.72,15.88,20.16,24.57,29.10,33.75,38.50,M,NS,00,0000,00,19000101
10HPMN,04,01,43.33,48.18,53.04,57.86,62.70,67.66,72.75,77.95,83.36,88.96,M,NS,00,0000,00,19000101
10HPMN,04,02,94.74,100.70,106.96,113.44,120.17,127.15,134.38,141.81,149.44,157.25,M,NS,00,0000,00,19000101
10HPMN,04,03,165.19,173.29,181.50,189.87,198.40,207.14,216.10,225.29,234.68,244.31,M,NS,00,0000,00,19000101
10HPMN,04,04,254.17,264.31,274.72,285.42,296.40,307.68,319.24,331.05,343.11,355.40,M,NS,00,0000,00,19000101
10HPMN,04,05,367.92,380.70,393.75,407.10,420.77,434.74,448.99,463.48,478.17,493.05,M,NS,00,0000,00,19000101
10HPMN,04,06,508.10,523.33,538.72,554.30,570.05,585.96,601.97,618.05,634.13,650.15,M,NS,00,0000,00,19000101
10HPMN,04,07,666.07,681.87,697.55,713.10,728.52,743.77,758.78,773.50,787.90,801.92,M,NS,00,0000,00,19000101
10HPMN,04,08,815.47,828.47,840.84,852.48,863.32,873.36,882.67,891.38,899.72,907.99,M,NS,00,0000,00,19000101
10HPMN,04,09,916.69,926.58,938.11,952.50,971.85,1000.00,,,,,M,NS,00,0000,00,19000101
10HPMN,05,00,.00,3.92,7.96,12.13,16.43,20.86,25.40,30.07,34.84,39.68,M,NS,00,0000,00,19000101
10HPMN,05,01,44.56,49.43,54.28,59.13,64.11,69.22,74.44,79.86,85.48,91.29,M,NS,00,0000,00,19000101
10HPMN,05,02,97.27,103.55,110.06,116.81,123.82,131.08,138.53,146.20,154.03,162.01,M,NS,00,0000,00,19000101
10HPMN,05,03,170.13,178.38,186.77,195.33,204.11,213.11,222.32,231.76,241.42,251.31,M,NS,00,0000,00,19000101
10HPMN,05,04,261.50,271.95,282.68,293.71,305.02,316.63,328.49,340.59,352.92,365.49,M,NS,00,0000,00,19000101
10HPMN,05,05,378.32,391.42,404.82,418.54,432.56,446.87,461.41,476.16,491.09,506.20,M,NS,00,0000,00,19000101
10HPMN,05,06,521.48,536.94,552.58,568.38,584.35,600.42,616.56,632.70,648.78,664.76,M,NS,00,0000,00,19000101
10HPMN,05,07,680.62,696.36,711.97,727.45,742.75,757.83,772.60,787.05,801.12,814.72,M,NS,00,0000,00,19000101
10HPMN,05,08,827.78,840.19,851.87,862.75,872.83,882.18,890.92,899.29,907.59,916.33,M,NS,00,0000,00,19000101
10HPMN,05,09,926.26,937.84,952.29,971.72,1000.00,,,,,,M,NS,00,0000,00,19000101
10HPMN,06,00,.00,4.06,8.24,12.56,17.00,21.57,26.25,31.04,35.90,40.79,M,NS,00,0000,00,19000101
10HPMN,06,01,45.69,50.55,55.43,60.42,65.55,70.79,76.24,81.88,87.70,93.71,M,NS,00,0000,00,19000101
10HPMN,06,02,100.02,106.55,113.33,120.37,127.65,135.13,142.83,150.69,158.70,166.85,M,NS,00,0000,00,19000101
10HPMN,06,03,175.13,183.56,192.16,200.96,210.00,219.25,228.72,238.42,248.35,258.58,M,NS,00,0000,00,19000101
10HPMN,06,04,269.06,279.84,290.91,302.27,313.92,325.82,337.97,350.36,362.98,375.85,M,NS,00,0000,00,19000101
10HPMN,06,05,389.00,402.46,416.23,430.30,444.67,459.27,474.07,489.06,504.23,519.57,M,NS,00,0000,00,19000101
10HPMN,06,06,535.09,550.78,566.65,582.68,598.82,615.02,631.22,647.36,663.41,679.33,M,NS,00,0000,00,19000101
10HPMN,06,07,695.13,710.80,726.33,741.70,756.83,771.66,786.17,800.29,813.95,827.05,M,NS,00,0000,00,19000101
10HPMN,06,08,839.52,851.24,862.16,872.29,881.66,890.44,898.85,907.19,915.96,925.93,M,NS,00,0000,00,19000101
10HPMN,06,09,937.56,952.08,971.59,1000.00,,,,,,,M,NS,00,0000,00,19000101
10HPMN,07,00,.00,4.20,8.53,13.00,17.58,22.28,27.09,31.97,36.88,41.80,M,NS,00,0000,00,19000101
10HPMN,07,01,46.68,51.58,56.59,61.74,67.00,72.47,78.13,83.98,90.01,96.35,M,NS,00,0000,00,19000101
10HPMN,07,02,102.90,109.71,116.78,124.09,131.60,139.33,147.22,155.26,163.45,171.76,M,NS,00,0000,00,19000101
10HPMN,07,03,180.23,188.85,197.70,206.77,216.06,225.56,235.30,245.28,255.54,266.07,M,NS,00,0000,00,19000101
10HPMN,07,04,276.90,288.01,299.41,311.11,323.06,335.26,347.69,360.36,373.29,386.49,M,NS,00,0000,00,19000101
10HPMN,07,05,400.00,413.83,427.96,442.38,457.04,471.90,486.95,502.18,517.58,533.16,M,NS,00,0000,00,19000101
10HPMN,07,06,548.92,564.85,580.94,597.15,613.42,629.68,645.89,662.00,677.98,693.85,M,NS,00,0000,00,19000101
10HPMN,07,07,709.58,725.18,740.60,755.79,770.68,785.25,799.43,813.14,826.30,838.81,M,NS,00,0000,00,19000101
10HPMN,07,08,850.59,861.55,871.72,881.13,889.95,898.39,906.76,915.57,925.59,937.27,M,NS,00,0000,00,19000101
10HPMN,07,09,951.85,971.46,1000.00,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,08,00,.00,4.35,8.83,13.43,18.16,22.98,27.88,32.82,37.75,42.65,M,NS,00,0000,00,19000101
10HPMN,08,01,47.57,52.61,57.77,63.06,68.55,74.24,80.11,86.16,92.52,99.11,M,NS,00,0000,00,19000101
10HPMN,08,02,105.95,113.04,120.38,127.93,135.69,143.61,151.69,159.91,168.26,176.75,M,NS,00,0000,00,19000101
10HPMN,08,03,185.42,194.30,203.40,212.74,222.28,232.06,242.08,252.38,262.96,273.83,M,NS,00,0000,00,19000101
10HPMN,08,04,284.98,296.44,308.18,320.18,332.43,344.92,357.64,370.62,383.88,397.44,M,NS,00,0000,00,19000101
10HPMN,08,05,411.33,425.52,440.00,454.72,469.64,484.76,500.05,515.51,531.16,546.98,M,NS,00,0000,00,19000101
10HPMN,08,06,562.98,579.14,595.41,611.75,628.08,644.35,660.53,676.58,692.51,708.31,M,NS,00,0000,00,19000101
10HPMN,08,07,723.97,739.46,754.72,769.67,784.30,798.54,812.30,825.52,838.08,849.91,M,NS,00,0000,00,19000101
10HPMN,08,08,860.92,871.12,880.58,889.43,897.91,906.32,915.17,925.23,936.97,951.62,M,NS,00,0000,00,19000101
10HPMN,08,09,971.32,1000.00,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,09,00,.00,4.50,9.12,13.87,18.71,23.64,28.59,33.55,38.47,43.41,M,NS,00,0000,00,19000101
10HPMN,09,01,48.47,53.66,58.97,64.48,70.19,76.09,82.17,88.56,95.17,102.04,M,NS,00,0000,00,19000101
10HPMN,09,02,109.16,116.53,124.11,131.90,139.86,147.97,156.23,164.61,173.15,181.85,M,NS,00,0000,00,19000101
10HPMN,09,03,190.77,199.91,209.28,218.87,228.69,238.75,249.10,259.72,270.64,281.84,M,NS,00,0000,00,19000101
10HPMN,09,04,293.34,305.14,317.19,329.50,342.03,354.81,367.84,381.16,394.79,408.73,M,NS,00,0000,00,19000101
10HPMN,09,05,422.98,437.52,452.31,467.30,482.48,497.83,513.37,529.08,544.97,561.04,M,NS,00,0000,00,19000101
10HPMN,09,06,577.26,593.61,610.01,626.41,642.76,659.00,675.13,691.12,706.99,722.72,M,NS,00,0000,00,19000101
10HPMN,09,07,738.28,753.60,768.61,783.31,797.61,811.43,824.70,837.32,849.20,860.26,M,NS,00,0000,00,19000101
10HPMN,09,08,870.51,880.01,888.90,897.41,905.86,914.75,924.86,936.65,951.37,971.17,M,NS,00,0000,00,19000101
10HPMN,09,09,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,10,00,.00,4.64,9.41,14.28,19.22,24.20,29.18,34.12,39.08,44.16,M,NS,00,0000,00,19000101
10HPMN,10,01,49.38,54.71,60.25,65.98,71.91,78.01,84.43,91.07,97.97,105.13,M,NS,00,0000,00,19000101
10HPMN,10,02,112.53,120.14,127.97,135.97,144.11,152.41,160.83,169.40,178.14,187.10,M,NS,00,0000,00,19000101
10HPMN,10,03,196.28,205.70,215.33,225.19,235.29,245.69,256.36,267.32,278.58,290.13,M,NS,00,0000,00,19000101
10HPMN,10,04,301.98,314.09,326.44,339.04,351.87,364.96,378.34,392.03,406.03,420.35,M,NS,00,0000,00,19000101
10HPMN,10,05,434.95,449.80,464.86,480.11,495.53,511.13,526.91,542.88,559.02,575.32,M,NS,00,0000,00,19000101
10HPMN,10,06,591.73,608.21,624.68,641.10,657.42,673.61,689.68,705.62,721.42,737.04,M,NS,00,0000,00,19000101
10HPMN,10,07,752.44,767.52,782.28,796.64,810.53,823.86,836.53,848.46,859.57,869.87,M,NS,00,0000,00,19000101
10HPMN,10,08,879.41,888.34,896.90,905.38,914.31,924.47,936.32,951.12,971.02,1000.00,M,NS,00,0000,00,19000101
10HPMN,11,00,.00,4.79,9.68,14.64,19.64,24.64,29.61,34.59,39.70,44.94,M,NS,00,0000,00,19000101
10HPMN,11,01,50.30,55.86,61.62,67.57,73.71,80.15,86.82,93.76,100.95,108.38,M,NS,00,0000,00,19000101
10HPMN,11,02,116.03,123.89,131.93,140.11,148.44,156.90,165.51,174.29,183.29,192.52,M,NS,00,0000,00,19000101
10HPMN,11,03,201.98,211.65,221.56,231.71,242.16,252.87,263.89,275.19,286.80,298.70,M,NS,00,0000,00,19000101
10HPMN,11,04,310.86,323.28,335.93,348.82,361.98,375.41,389.16,403.23,417.61,432.29,M,NS,00,0000,00,19000101
10HPMN,11,05,447.21,462.33,477.65,493.14,508.82,524.67,540.71,556.92,573.30,589.79,M,NS,00,0000,00,19000101
10HPMN,11,06,606.34,622.89,639.38,655.78,672.05,688.19,704.20,720.07,735.77,751.23,M,NS,00,0000,00,19000101
10HPMN,11,07,766.38,781.21,795.64,809.59,822.98,835.72,847.70,858.86,869.20,878.79,M,NS,00,0000,00,19000101
10HPMN,11,08,887.76,896.36,904.89,913.86,924.07,935.98,950.86,970.86,1000.00,,M,NS,00,0000,00,19000101
10HPMN,12,00,.00,4.91,9.90,14.93,19.95,24.94,29.95,35.08,40.34,45.72,M,NS,00,0000,00,19000101
10HPMN,12,01,51.31,57.10,63.08,69.25,75.72,82.43,89.39,96.62,104.09,111.77,M,NS,00,0000,00,19000101
10HPMN,12,02,119.67,127.74,135.96,144.34,152.84,161.49,170.31,179.35,188.62,198.12,M,NS,00,0000,00,19000101
10HPMN,12,03,207.84,217.80,228.00,238.49,249.26,260.33,271.69,283.35,295.31,307.53,M,NS,00,0000,00,19000101
10HPMN,12,04,320.00,332.71,345.67,358.88,372.38,386.20,400.33,414.78,429.53,444.52,M,NS,00,0000,00,19000101
10HPMN,12,05,459.71,475.10,490.67,506.42,522.35,538.46,554.75,571.20,587.77,604.41,M,NS,00,0000,00,19000101
10HPMN,12,06,621.03,637.61,654.08,670.42,686.64,702.73,718.68,734.45,749.98,765.21,M,NS,00,0000,00,19000101
10HPMN,12,07,780.10,794.60,808.62,822.07,834.87,846.91,858.12,868.52,878.15,887.17,M,NS,00,0000,00,19000101
10HPMN,12,08,895.80,904.37,913.39,923.65,935.63,950.58,970.70,1000.00,,,M,NS,00,0000,00,19000101
10HPMN,13,00,.00,5.02,10.06,15.11,20.13,25.16,30.31,35.60,41.01,46.63,M,NS,00,0000,00,19000101
10HPMN,13,01,52.44,58.45,64.65,71.15,77.89,84.89,92.15,99.66,107.38,115.32,M,NS,00,0000,00,19000101
10HPMN,13,02,123.43,131.69,140.10,148.64,157.34,166.20,175.29,184.60,194.15,203.92,M,NS,00,0000,00,19000101
10HPMN,13,03,213.92,224.17,234.72,245.54,256.66,268.07,279.79,291.81,304.09,316.62,M,NS,00,0000,00,19000101
10HPMN,13,04,329.39,342.41,355.69,369.26,383.14,397.34,411.86,426.68,441.74,457.01,M,NS,00,0000,00,19000101
10HPMN,13,05,472.48,488.12,503.95,519.95,536.14,552.52,569.05,585.70,602.41,619.12,M,NS,00,0000,00,19000101
10HPMN,13,06,635.77,652.32,668.75,685.05,701.21,717.24,733.08,748.69,763.99,778.96,M,NS,00,0000,00,19000101
10HPMN,13,07,793.53,807.62,821.14,834.00,846.10,857.36,867.81,877.49,886.55,895.23,M,NS,00,0000,00,19000101
10HPMN,13,08,903.84,912.91,923.23,935.26,950.30,970.53,1000.00,,,,M,NS,00,0000,00,19000101
10HPMN,14,00,.00,5.07,10.15,15.19,20.24,25.42,30.74,36.17,41.82,47.66,M,NS,00,0000,00,19000101
10HPMN,14,01,53.70,59.93,66.47,73.24,80.27,87.57,95.11,102.87,110.85,119.00,M,NS,00,0000,00,19000101
10HPMN,14,02,127.30,135.76,144.34,153.08,161.99,171.12,180.48,190.07,199.89,209.94,M,NS,00,0000,00,19000101
