MPOLICY,LP,first_benh,seed_date,seed_balance,rule
010331768C,9010331768,20180724,20170725,4104.91,SEED_PRIOR
010346921C,9010346921,20181118,20171219,1347.05,SEED_PRIOR
010363098C,9010363098,20180201,20171228,866.85,SEED_PRIOR
010367438C,9010367438,20180628,20170701,1469.16,SEED_PRIOR
010376522C,9010376522,20181006,20171006,6374.62,SEED_PRIOR
010376529C,9010376529,20180914,20171015,1543.04,SEED_PRIOR
010380049C,9010380049,20181113,20171113,3608.05,SEED_PRIOR
010380627C,9010380627,20181125,20171125,43.64,SEED_PRIOR
010381745C,9010381745,20180101,20170101,6479.78,SEED_PRIOR
010382426C,9010382426,20180112,20170411,2753.23,SEED_PRIOR
010382931C,9010382931,20180115,20170118,355.72,SEED_PRIOR
010385636C,9010385636,20180209,20170209,13696.55,SEED_PRIOR
010391004C,9010391004,20180501,20170515,4604.26,SEED_PRIOR
010391228C,9010391228,20180421,20171021,1136.47,SEED_PRIOR
010391359C,9010391359,20180426,20170426,1548.54,SEED_PRIOR
010391422C,9010391422,20180601,20170601,1427.08,SEED_PRIOR
010392138C,9010392138,20180601,20170601,12027.63,SEED_PRIOR
010393181C,9010393181,20180701,20170701,1629.05,SEED_PRIOR
010395382C,9010395382,20180801,20170801,12086.97,SEED_PRIOR
010395761C,9010395761,20180801,20170816,4019.56,SEED_PRIOR
010396186C,9010396186,20180901,20170901,5541.98,SEED_PRIOR
010396425C,9010396425,20180901,20170918,1809.26,SEED_PRIOR
010397118C,9010397118,20180108,20171208,15088.66,SEED_PRIOR
010397583C,9010397583,20180901,20170901,6816.15,SEED_PRIOR
010400462C,9010400462,20181101,20171101,7413.97,SEED_PRIOR
010402014C,9010402014,20181101,20171101,6780.79,SEED_PRIOR
010402105C,9010402105,20181201,20171201,9275.75,SEED_PRIOR
010403109C,9010403109,20180501,20171206,3438.72,SEED_PRIOR
010403789C,9010403789,20181201,20171218,1288.42,SEED_PRIOR
010404600C,9010404600,20181201,20171201,11906.06,SEED_PRIOR
010404857C,9010404857,20180118,20171201,2274.94,SEED_PRIOR
010405440C,9010405440,20180122,20171228,1248.15,SEED_PRIOR
010407925C,9010407925,20180301,20170331,4895.52,SEED_PRIOR
010417200C,9010417200,20180501,20170501,11774.79,SEED_PRIOR
010420983C,9010420983,20180108,20171206,5534.05,SEED_PRIOR
010422033C,9010422033,20180601,20170605,1361.19,SEED_PRIOR
010422722C,9010422722,20180701,20170701,5204.34,SEED_PRIOR
010425720C,9010425720,20180614,20170701,8768.93,SEED_PRIOR
010425941C,9010425941,20171213,20170613,1302.14,SEED_PRIOR
010425942C,9010425942,20180226,20170613,911.4,SEED_PRIOR
010426657C,9010426657,20180801,20170801,9239.85,SEED_PRIOR
010426747C,9010426747,20180701,20170701,12466.47,SEED_PRIOR
010429710C,9010429710,20180901,20170907,1441.31,SEED_PRIOR
010429711C,9010429711,20180901,20170907,1670.74,SEED_PRIOR
010434092C,9010434092,20181201,20171201,2448.58,SEED_PRIOR
010434421C,9010434421,20180108,20171227,585.76,SEED_PRIOR
010435671C,9010435671,20181207,20171207,8867.14,SEED_PRIOR
010435672C,9010435672,20181207,20171207,1346.69,SEED_PRIOR
010437232C,9010437232,20180215,20170215,9857.21,SEED_PRIOR
010438556C,9010438556,20180307,20170309,1222.55,SEED_PRIOR
010438821C,9010438821,20180315,20170403,3911.45,SEED_PRIOR
010439128C,9010439128,20180401,20170401,1445.92,SEED_PRIOR
010439156C,9010439156,20241231,20241231,6000.0,NO_PRIOR_USE_EARLIEST
010439277C,9010439277,20180314,20170413,732.76,SEED_PRIOR
010439435C,9010439435,20180401,20170405,1559.04,SEED_PRIOR
010439999C,9010439999,20180326,20170410,3138.31,SEED_PRIOR
010440000C,9010440000,20180319,20170326,1742.29,SEED_PRIOR
010442332C,9010442332,20180701,20170701,6100.84,SEED_PRIOR
010442552C,9010442552,20180701,20170701,2142.27,SEED_PRIOR
010443109C,9010443109,20180801,20170814,737.65,SEED_PRIOR
010443287C,9010443287,20180102,20171127,7540.72,SEED_PRIOR
010446852C,9010446852,20181215,20171215,4148.24,SEED_PRIOR
010448025C,9010448025,20180201,20170201,2708.03,SEED_PRIOR
010449417C,9010449417,20180301,20170301,5937.99,SEED_PRIOR
010449498C,9010449498,20180220,20170220,90.09,SEED_PRIOR
010451453C,9010451453,20180515,20170530,1099.65,SEED_PRIOR
010452169C,9010452169,20180601,20170601,2806.75,SEED_PRIOR
010454002C,9010454002,20180703,20170715,1185.25,SEED_PRIOR
010456114C,9010456114,20180815,20170815,5146.67,SEED_PRIOR
010458520C,9010458520,20181115,20171115,1047.73,SEED_PRIOR
010458525C,9010458525,20181115,20171214,135.12,SEED_PRIOR
010458526C,9010458526,20180202,20171115,616.68,SEED_PRIOR
010458663C,9010458663,20181106,20171115,5104.51,SEED_PRIOR
010461210C,9010461210,20180207,20170306,992.55,SEED_PRIOR
010462630C,9010462630,20180501,20170501,6239.82,SEED_PRIOR
010463190C,9010463190,20190917,20190917,5000.0,NO_PRIOR_USE_EARLIEST
010463420C,9010463420,20180117,20170614,2813.81,SEED_PRIOR
010463537C,9010463537,20180501,20170501,68.32,SEED_PRIOR
010464869C,9010464869,20180706,20170715,3788.71,SEED_PRIOR
010464870C,9010464870,20180715,20170715,2548.84,SEED_PRIOR
010465331C,9010465331,20180815,20170825,2646.94,SEED_PRIOR
010466392C,9010466392,20180915,20171020,5168.38,SEED_PRIOR
010467154C,9010467154,20180923,20170923,1315.78,SEED_PRIOR
010469081C,9010469081,20180101,20170101,12908.54,SEED_PRIOR
010471046C,9010471046,20180301,20170301,269.79,SEED_PRIOR
010472182C,9010472182,20180401,20170401,14535.99,SEED_PRIOR
010472183C,9010472183,20180401,20170401,4669.77,SEED_PRIOR
010473137C,9010473137,20180501,20170501,2633.32,SEED_PRIOR
010474522C,9010474522,20180601,20170601,7467.94,SEED_PRIOR
010476803C,9010476803,20180107,20170801,5101.14,SEED_PRIOR
010477512C,9010477512,20180815,20170816,3171.34,SEED_PRIOR
010477513C,9010477513,20180815,20170816,3952.68,SEED_PRIOR
010477989C,9010477989,20180901,20170918,3306.79,SEED_PRIOR
010478213C,9010478213,20180810,20180810,31.23,NO_PRIOR_USE_EARLIEST
010478214C,9010478214,20180810,20170810,31.32,SEED_PRIOR
010478285C,9010478285,20180901,20170901,7276.14,SEED_PRIOR
010486919C,9010486919,20180401,20170401,6887.06,SEED_PRIOR
010486961C,9010486961,20180401,20170401,6691.8,SEED_PRIOR
010486964C,9010486964,20180401,20170404,4600.9,SEED_PRIOR
010487886C,9010487886,20230928,20200328,29.94,SEED_PRIOR
010488273C,9010488273,20180415,20170417,5742.1,SEED_PRIOR
010488274C,9010488274,20180415,20170417,4282.14,SEED_PRIOR
010491000C,9010491000,20180523,20170523,1650.46,SEED_PRIOR
010495113C,9010495113,20180210,20170810,95.32,SEED_PRIOR
010497768C,9010497768,20181015,20171017,431.76,SEED_PRIOR
010510671C,9010510671,20171121,20171021,6601.44,SEED_PRIOR
010511203C,9010511203,20180710,20170720,120.49,SEED_PRIOR
010513711C,9010513711,20190417,20190417,35.65,NO_PRIOR_USE_EARLIEST
010518048C,9010518048,20181101,20171120,7213.71,SEED_PRIOR
010518049C,9010518049,20181101,20171120,3504.07,SEED_PRIOR
010518545C,9010518545,20181115,20171115,4709.19,SEED_PRIOR
010520217C,9010520217,20181115,20181115,185.8,NO_PRIOR_USE_EARLIEST
010520451C,9010520451,20181120,20171120,1752.03,SEED_PRIOR
010521651C,9010521651,20180101,20170101,2880.6,SEED_PRIOR
010523058C,9010523058,20180201,20170227,1156.9,SEED_PRIOR
010526524C,9010526524,20180415,20170415,2712.34,SEED_PRIOR
010529613C,9010529613,20180601,20170626,1988.03,SEED_PRIOR
010529993C,9010529993,20180105,20171205,573.72,SEED_PRIOR
010545623C,9010545623,20180122,20171220,777.91,SEED_PRIOR
010546964C,9010546964,20180301,20170301,10807.11,SEED_PRIOR
010547021C,9010547021,20180301,20170301,7212.23,SEED_PRIOR
010547488C,9010547488,20171112,20171101,3671.86,SEED_PRIOR
010550088C,9010550088,20180406,20170415,376.81,SEED_PRIOR
010550564C,9010550564,20180415,20170418,4670.98,SEED_PRIOR
010564241C,9010564241,20171106,20161106,725.58,SEED_PRIOR
010565013C,9010565013,20181215,20171215,3256.23,SEED_PRIOR
010567983C,9010567983,20250110,20080408,0.0,SEED_PRIOR
010586005C,9010586005,20171123,20171023,1462.87,SEED_PRIOR
010713707C,9010713707,20180419,,,NO_PLOAN
010715467C,9010715467,20180514,,,NO_PLOAN
010716973C,9010716973,20180510,,,NO_PLOAN
010716974C,9010716974,20180510,,,NO_PLOAN
010717034C,9010717034,20180511,,,NO_PLOAN
010717447C,9010717447,20230321,,,NO_PLOAN
010718276C,9010718276,20180622,,,NO_PLOAN
010718277C,9010718277,20180604,,,NO_PLOAN
010718495C,9010718495,20180604,,,NO_PLOAN
010719553C,9010719553,20180611,,,NO_PLOAN
010719815C,9010719815,20180803,20120803,554.23,SEED_PRIOR
010720759C,9010720759,20180618,,,NO_PLOAN
010722516C,9010722516,20180105,20171205,9015.37,SEED_PRIOR
010722734C,9010722734,20180710,20050710,984.88,SEED_PRIOR
010723386C,9010723386,20180713,,,NO_PLOAN
010723387C,9010723387,20180718,,,NO_PLOAN
010723388C,9010723388,20180713,,,NO_PLOAN
010723523C,9010723523,20180726,,,NO_PLOAN
010723524C,9010723524,20180718,,,NO_PLOAN
010724403C,9010724403,20180801,,,NO_PLOAN
010724510C,9010724510,20180801,,,NO_PLOAN
010726922C,9010726922,20180820,,,NO_PLOAN
010728696C,9010728696,20180904,20120902,1119.54,SEED_PRIOR
010729500C,9010729500,20180913,,,NO_PLOAN
010729999C,9010729999,20181009,,,NO_PLOAN
010730647C,9010730647,20180924,20170924,5951.51,SEED_PRIOR
010731608C,9010731608,20181008,,,NO_PLOAN
010731970C,9010731970,20180115,20171215,4645.59,SEED_PRIOR
010732270C,9010732270,20221006,,,NO_PLOAN
010732276C,9010732276,20221013,,,NO_PLOAN
010732278C,9010732278,20181010,,,NO_PLOAN
010732280C,9010732280,20181010,,,NO_PLOAN
010733472C,9010733472,20171126,20171026,4579.15,SEED_PRIOR
010733665C,9010733665,20181028,20171101,744.77,SEED_PRIOR
010736035C,9010736035,20181120,20171201,69880.09,SEED_PRIOR
010736736C,9010736736,20201209,,,NO_PLOAN
010736935C,9010736935,20180921,20180921,10000.0,NO_PRIOR_USE_EARLIEST
010737378C,9010737378,20181205,,,NO_PLOAN
010738161C,9010738161,20180104,20171228,552.34,SEED_PRIOR
010738207C,9010738207,20181228,,,NO_PLOAN
010738539C,9010738539,20230703,20230703,58.46,NO_PRIOR_USE_EARLIEST
010738672C,9010738672,20180102,,,NO_PLOAN
010740836C,9010740836,20180129,,,NO_PLOAN
010741234C,9010741234,20180124,20171101,33.3,SEED_PRIOR
010741302C,9010741302,20210617,,,NO_PLOAN
010741334C,9010741334,20210617,20090126,0.0,SEED_PRIOR
010741943C,9010741943,20180108,20170207,8819.6,SEED_PRIOR
010742814C,9010742814,20180212,,,NO_PLOAN
010743074C,9010743074,20180220,,,NO_PLOAN
010743638C,9010743638,20180227,,,NO_PLOAN
010743832C,9010743832,20180226,20170226,2849.82,SEED_PRIOR
010744412C,9010744412,20180109,,,NO_PLOAN
010745456C,9010745456,20180315,,,NO_PLOAN
010745750C,9010745750,20180322,,,NO_PLOAN
010745751C,9010745751,20180322,,,NO_PLOAN
010746005C,9010746005,20180326,,,NO_PLOAN
010746424C,9010746424,20180328,,,NO_PLOAN
010746846C,9010746846,20200528,20200328,292.66,SEED_PRIOR
010747186C,9010747186,20180409,,,NO_PLOAN
010747241C,9010747241,20180409,,,NO_PLOAN
010747243C,9010747243,20200825,20200825,13000.0,NO_PRIOR_USE_EARLIEST
010747320C,9010747320,20171229,20171204,319.12,SEED_PRIOR
010747636C,9010747636,20230612,20230410,145.52,SEED_PRIOR
010748070C,9010748070,20180521,20140820,44.55,SEED_PRIOR
010748073C,9010748073,20180123,20171227,10056.56,SEED_PRIOR
010748300C,9010748300,20171227,20170418,9205.37,SEED_PRIOR
010748334C,9010748334,20180416,20091028,0.0,SEED_PRIOR
010748335C,9010748335,20180416,20110404,0.0,SEED_PRIOR
010748404C,9010748404,20180416,,,NO_PLOAN
010748517C,9010748517,20180423,,,NO_PLOAN
010748556C,9010748556,20180423,,,NO_PLOAN
010749038C,9010749038,20180425,,,NO_PLOAN
010749042C,9010749042,20180425,,,NO_PLOAN
010749053C,9010749053,20180424,20170424,8228.11,SEED_PRIOR
010749401C,9010749401,20171201,20171101,13964.87,SEED_PRIOR
010749463C,9010749463,20180424,,,NO_PLOAN
010749842C,9010749842,20180615,,,NO_PLOAN
010749843C,9010749843,20180615,,,NO_PLOAN
010749849C,9010749849,20180504,,,NO_PLOAN
010749906C,9010749906,20180507,20070506,20.25,SEED_PRIOR
010749942C,9010749942,20180122,20171220,11970.83,SEED_PRIOR
010749968C,9010749968,20180509,,,NO_PLOAN
010750265C,9010750265,20180430,20170508,1372.1,SEED_PRIOR
010750755C,9010750755,20180514,20151214,124.94,SEED_PRIOR
010750812C,9010750812,20180513,20170513,6047.17,SEED_PRIOR
010750813C,9010750813,20180122,20170813,3977.28,SEED_PRIOR
010752513C,9010752513,20180307,20170601,6473.34,SEED_PRIOR
010752580C,9010752580,20180601,,,NO_PLOAN
010752702C,9010752702,20180605,20150625,0.0,SEED_PRIOR
010753409C,9010753409,20210812,20210612,130.67,SEED_PRIOR
010753687C,9010753687,20180611,,,NO_PLOAN
010754359C,9010754359,20180529,,,NO_PLOAN
010754480C,9010754480,20180611,20170619,37.9,SEED_PRIOR
010754485C,9010754485,20180205,,,NO_PLOAN
010754898C,9010754898,20180702,,,NO_PLOAN
010755152C,9010755152,20180626,,,NO_PLOAN
010756020C,9010756020,20180702,,,NO_PLOAN
010756024C,9010756024,20180716,,,NO_PLOAN
010756033C,9010756033,20181213,,,NO_PLOAN
010756091C,9010756091,20180702,20170702,33.03,SEED_PRIOR
010756212C,9010756212,20180705,20170705,16664.04,SEED_PRIOR
010756540C,9010756540,20180708,20170708,1632.7,SEED_PRIOR
010756833C,9010756833,20180712,20170712,447.92,SEED_PRIOR
010756916C,9010756916,20180806,,,NO_PLOAN
010756925C,9010756925,20180806,,,NO_PLOAN
010756938C,9010756938,20180718,,,NO_PLOAN
010757042C,9010757042,20180712,,,NO_PLOAN
010757071C,9010757071,20180716,,,NO_PLOAN
010757607C,9010757607,20180718,,,NO_PLOAN
010757801C,9010757801,20180719,,,NO_PLOAN
010757840C,9010757840,20180816,,,NO_PLOAN
010758520C,9010758520,20180801,,,NO_PLOAN
010758540C,9010758540,20180801,,,NO_PLOAN
010758549C,9010758549,20180801,,,NO_PLOAN
010758550C,9010758550,20180801,,,NO_PLOAN
010758573C,9010758573,20180810,,,NO_PLOAN
010759008C,9010759008,20180801,,,NO_PLOAN
010759385C,9010759385,20180802,,,NO_PLOAN
010759530C,9010759530,20180801,20170817,8835.77,SEED_PRIOR
010759541C,9010759541,20180801,,,NO_PLOAN
010759550C,9010759550,20180801,,,NO_PLOAN
010759555C,9010759555,20180801,20170801,3468.34,SEED_PRIOR
010759559C,9010759559,20180801,,,NO_PLOAN
010759932C,9010759932,20200414,20200207,396.55,SEED_PRIOR
010760160C,9010760160,20180904,,,NO_PLOAN
010760294C,9010760294,20180904,,,NO_PLOAN
010760295C,9010760295,20180904,,,NO_PLOAN
010760298C,9010760298,20180904,,,NO_PLOAN
010760306C,9010760306,20180125,20171227,8998.6,SEED_PRIOR
010760840C,9010760840,20181001,20071101,186.13,SEED_PRIOR
010760851C,9010760851,20180924,,,NO_PLOAN
010760865C,9010760865,20181001,20041022,0.0,SEED_PRIOR
010760873C,9010760873,20180915,20170915,8866.85,SEED_PRIOR
010761639C,9010761639,20180904,20190821,5500.0,NO_PRIOR_USE_EARLIEST
010761673C,9010761673,20180904,,,NO_PLOAN
010761870C,9010761870,20180904,20160125,0.0,SEED_PRIOR
010761874C,9010761874,20180904,,,NO_PLOAN
010761882C,9010761882,20180904,,,NO_PLOAN
010761966C,9010761966,20180901,20170905,2869.67,SEED_PRIOR
010762047C,9010762047,20180110,20171208,8309.65,SEED_PRIOR
010762068C,9010762068,20180827,20070426,0.0,SEED_PRIOR
010762319C,9010762319,20211201,,,NO_PLOAN
010762331C,9010762331,20180828,20170912,3004.7,SEED_PRIOR
010763006C,9010763006,20180907,20160804,0.0,SEED_PRIOR
010763063C,9010763063,20180915,20170920,38.95,SEED_PRIOR
010763378C,9010763378,20180919,20250729,4500.0,NO_PRIOR_USE_EARLIEST
010763450C,9010763450,20180904,,,NO_PLOAN
010764120C,9010764120,20181001,,,NO_PLOAN
010764121C,9010764121,20181001,,,NO_PLOAN
010764319C,9010764319,20180917,,,NO_PLOAN
010764348C,9010764348,20180920,20171001,117.69,SEED_PRIOR
010764368C,9010764368,20181001,,,NO_PLOAN
010764369C,9010764369,20181001,,,NO_PLOAN
010764374C,9010764374,20181001,,,NO_PLOAN
010764379C,9010764379,20181008,20171010,17.63,SEED_PRIOR
010764385C,9010764385,20181001,,,NO_PLOAN
010764400C,9010764400,20181001,,,NO_PLOAN
010764684C,9010764684,20180919,,,NO_PLOAN
010764810C,9010764810,20180917,,,NO_PLOAN
010764812C,9010764812,20180917,,,NO_PLOAN
010764818C,9010764818,20180917,,,NO_PLOAN
010764837C,9010764837,20181001,,,NO_PLOAN
010764842C,9010764842,20181001,,,NO_PLOAN
010765198C,9010765198,20181001,,,NO_PLOAN
010765318C,9010765318,20181015,,,NO_PLOAN
010765320C,9010765320,20181015,,,NO_PLOAN
010765339C,9010765339,20181109,,,NO_PLOAN
010766057C,9010766057,20180924,20170924,16439.1,SEED_PRIOR
010766284C,9010766284,20181004,20171004,8561.3,SEED_PRIOR
010766554C,9010766554,20181003,,,NO_PLOAN
010766898C,9010766898,20181101,,,NO_PLOAN
010766910C,9010766910,20181101,,,NO_PLOAN
010766920C,9010766920,20180928,20171001,57.9,SEED_PRIOR
010766921C,9010766921,20181001,20171001,87.71,SEED_PRIOR
010767172C,9010767172,20181011,,,NO_PLOAN
010767770C,9010767770,20220719,,,NO_PLOAN
010767776C,9010767776,20181101,20171101,183.36,SEED_PRIOR
010768067C,9010768067,20181015,,,NO_PLOAN
010768069C,9010768069,20181017,,,NO_PLOAN
010768339C,9010768339,20190618,,,NO_PLOAN
010769176C,9010769176,20181115,,,NO_PLOAN
010769190C,9010769190,20180410,,,NO_PLOAN
010769191C,9010769191,20181101,20171120,763.15,SEED_PRIOR
010769195C,9010769195,20181115,,,NO_PLOAN
010769227C,9010769227,20181101,,,NO_PLOAN
010769232C,9010769232,20181115,,,NO_PLOAN
010769711C,9010769711,20180202,20171101,32894.87,SEED_PRIOR
010769714C,9010769714,20181101,20180228,548.37,SEED_PRIOR
010770062C,9010770062,20181116,,,NO_PLOAN
010770719C,9010770719,20181105,20171105,7481.52,SEED_PRIOR
010770721C,9010770721,20181105,20171105,3247.06,SEED_PRIOR
010770816C,9010770816,20181111,20171111,13106.16,SEED_PRIOR
010770844C,9010770844,20190709,,,NO_PLOAN
010770865C,9010770865,20181115,,,NO_PLOAN
010771070C,9010771070,20181113,,,NO_PLOAN
010771111C,9010771111,20181111,20171111,18009.3,SEED_PRIOR
010771354C,9010771354,20181114,20171114,817.04,SEED_PRIOR
010771532C,9010771532,20181203,,,NO_PLOAN
010771832C,9010771832,20181115,,,NO_PLOAN
010771833C,9010771833,20181115,,,NO_PLOAN
010772668C,9010772668,20181122,,,NO_PLOAN
010772840C,9010772840,20181127,20171201,168.65,SEED_PRIOR
010772898C,9010772898,20181126,,,NO_PLOAN
010772903C,9010772903,20180425,20171201,5688.4,SEED_PRIOR
010772919C,9010772919,20240220,20240220,6000.0,NO_PRIOR_USE_EARLIEST
010772957C,9010772957,20181126,,,NO_PLOAN
010773107C,9010773107,20180112,,,NO_PLOAN
010773468C,9010773468,20181205,,,NO_PLOAN
010773575C,9010773575,20171204,20170906,7026.97,SEED_PRIOR
010773681C,9010773681,20181203,20031201,321.3,SEED_PRIOR
010773856C,9010773856,20181205,,,NO_PLOAN
010774107C,9010774107,20180104,20171215,12676.88,SEED_PRIOR
010774109C,9010774109,20180106,20170107,629.46,SEED_PRIOR
010774490C,9010774490,20181210,20040910,67.91,SEED_PRIOR
010774527C,9010774527,20181210,,,NO_PLOAN
010774772C,9010774772,20181217,,,NO_PLOAN
010774773C,9010774773,20181217,,,NO_PLOAN
010774794C,9010774794,20180116,,,NO_PLOAN
010774973C,9010774973,20210114,,,NO_PLOAN
010775244C,9010775244,20181218,,,NO_PLOAN
010775323C,9010775323,20181228,,,NO_PLOAN
010775418C,9010775418,20181219,,,NO_PLOAN
010775583C,9010775583,20180129,20171228,7584.93,SEED_PRIOR
010775722C,9010775722,20181220,,,NO_PLOAN
010775723C,9010775723,20180115,,,NO_PLOAN
010775940C,9010775940,20180101,20170101,8080.17,SEED_PRIOR
010776027C,9010776027,20181227,,,NO_PLOAN
010776157C,9010776157,20180104,20170107,2277.92,SEED_PRIOR
010776442C,9010776442,20180115,,,NO_PLOAN
010776445C,9010776445,20180216,,,NO_PLOAN
010776450C,9010776450,20180115,,,NO_PLOAN
010776502C,9010776502,20180102,20040629,0.0,SEED_PRIOR
010776651C,9010776651,20190813,20181115,40.96,SEED_PRIOR
010776653C,9010776653,20180115,20170115,171.99,SEED_PRIOR
010776672C,9010776672,20190813,,,NO_PLOAN
010776811C,9010776811,20180108,20170108,4531.79,SEED_PRIOR
010776813C,9010776813,20180115,,,NO_PLOAN
010776814C,9010776814,20180115,,,NO_PLOAN
010776831C,9010776831,20180115,,,NO_PLOAN
010776832C,9010776832,20180115,,,NO_PLOAN
010777059C,9010777059,20180205,,,NO_PLOAN
010777793C,9010777793,20180312,,,NO_PLOAN
010778142C,9010778142,20180123,,,NO_PLOAN
010778464C,9010778464,20180115,,,NO_PLOAN
010778474C,9010778474,20180405,20180203,54.85,SEED_PRIOR
010778653C,9010778653,20180123,20070123,310.21,SEED_PRIOR
010778697C,9010778697,20180122,20170124,496.14,SEED_PRIOR
010779031C,9010779031,20180306,,,NO_PLOAN
010779074C,9010779074,20180223,,,NO_PLOAN
010779191C,9010779191,20180129,,,NO_PLOAN
010779551C,9010779551,20180201,,,NO_PLOAN
010779552C,9010779552,20180201,,,NO_PLOAN
010779556C,9010779556,20180128,20170128,6874.32,SEED_PRIOR
010779563C,9010779563,20180201,20171101,2990.69,SEED_PRIOR
010780003C,9010780003,20180207,,,NO_PLOAN
010780131C,9010780131,20180205,,,NO_PLOAN
010780393C,9010780393,20180201,,,NO_PLOAN
010780403C,9010780403,20180226,,,NO_PLOAN
010780591C,9010780591,20230207,,,NO_PLOAN
010780791C,9010780791,20181210,,,NO_PLOAN
010781128C,9010781128,20180219,,,NO_PLOAN
010781713C,9010781713,20180213,,,NO_PLOAN
010782062C,9010782062,20180219,,,NO_PLOAN
010782064C,9010782064,20180226,,,NO_PLOAN
010782640C,9010782640,20180219,,,NO_PLOAN
010782818C,9010782818,20180214,20170301,6875.26,SEED_PRIOR
010782822C,9010782822,20180301,,,NO_PLOAN
010783066C,9010783066,20180212,20170212,726.36,SEED_PRIOR
010783278C,9010783278,20180313,,,NO_PLOAN
010783296C,9010783296,20180304,20170317,965.5,SEED_PRIOR
010783502C,9010783502,20180523,,,NO_PLOAN
010783715C,9010783715,20180227,20170227,14183.84,SEED_PRIOR
010783785C,9010783785,20180227,,,NO_PLOAN
010783786C,9010783786,20180227,,,NO_PLOAN
010783867C,9010783867,20180307,,,NO_PLOAN
010783883C,9010783883,20180316,,,NO_PLOAN
010784045C,9010784045,20180226,,,NO_PLOAN
010784054C,9010784054,20180305,,,NO_PLOAN
010784074C,9010784074,20180312,,,NO_PLOAN
010784075C,9010784075,20180305,,,NO_PLOAN
010784248C,9010784248,20180304,20170304,6793.05,SEED_PRIOR
010784249C,9010784249,20180304,20170304,8927.94,SEED_PRIOR
010784261C,9010784261,20180305,,,NO_PLOAN
010784370C,9010784370,20180525,,,NO_PLOAN
010784372C,9010784372,20180312,,,NO_PLOAN
010784529C,9010784529,20180523,,,NO_PLOAN
010784732C,9010784732,20180703,20170703,58.09,SEED_PRIOR
010784742C,9010784742,20180309,20170309,3440.69,SEED_PRIOR
010784914C,9010784914,20180305,,,NO_PLOAN
010784918C,9010784918,20180312,,,NO_PLOAN
010784922C,9010784922,20180319,,,NO_PLOAN
010784936C,9010784936,20180314,,,NO_PLOAN
010784946C,9010784946,20180410,,,NO_PLOAN
010784950C,9010784950,20180314,,,NO_PLOAN
010785049C,9010785049,20180304,20170304,8583.37,SEED_PRIOR
010785099C,9010785099,20171106,20171006,5071.24,SEED_PRIOR
010785163C,9010785163,20180212,20130212,10093.6,SEED_PRIOR
010785164C,9010785164,20180312,,,NO_PLOAN
010785324C,9010785324,20180319,,,NO_PLOAN
010785777C,9010785777,20180404,,,NO_PLOAN
010786015C,9010786015,20180319,,,NO_PLOAN
010786152C,9010786152,20180319,20100918,118.5,SEED_PRIOR
010786153C,9010786153,20180514,,,NO_PLOAN
010786237C,9010786237,20180319,,,NO_PLOAN
010786240C,9010786240,20180326,,,NO_PLOAN
010786312C,9010786312,20180326,,,NO_PLOAN
010786316C,9010786316,20180416,,,NO_PLOAN
010786321C,9010786321,20180320,20170320,5358.26,SEED_PRIOR
010786324C,9010786324,20180404,,,NO_PLOAN
010786490C,9010786490,20180326,,,NO_PLOAN
010786800C,9010786800,20200512,20200312,62.11,SEED_PRIOR
010787147C,9010787147,20180604,,,NO_PLOAN
010787237C,9010787237,20180402,,,NO_PLOAN
010787513C,9010787513,20180403,,,NO_PLOAN
010787560C,9010787560,20240502,,,NO_PLOAN
010787639C,9010787639,20180416,,,NO_PLOAN
010787669C,9010787669,20180326,20170328,285.07,SEED_PRIOR
010787762C,9010787762,20180402,,,NO_PLOAN
010787952C,9010787952,20180409,20070607,0.0,SEED_PRIOR
010788679C,9010788679,20180404,,,NO_PLOAN
010789095C,9010789095,20180409,,,NO_PLOAN
010789213C,9010789213,20180409,,,NO_PLOAN
010789348C,9010789348,20210716,20120610,0.0,SEED_PRIOR
010789351C,9010789351,20180601,,,NO_PLOAN
010789531C,9010789531,20180403,20170403,9574.98,SEED_PRIOR
010789532C,9010789532,20180212,20170412,3008.69,SEED_PRIOR
010789546C,9010789546,20230619,20230417,322.62,SEED_PRIOR
010789547C,9010789547,20180118,20171218,13246.81,SEED_PRIOR
010789992C,9010789992,20230406,,,NO_PLOAN
010790077C,9010790077,20180416,,,NO_PLOAN
010790176C,9010790176,20180416,,,NO_PLOAN
010790287C,9010790287,20180417,,,NO_PLOAN
010790531C,9010790531,20180406,20170406,123.68,SEED_PRIOR
010790532C,9010790532,20180406,20170406,89.77,SEED_PRIOR
010790754C,9010790754,20180422,20170503,1112.54,SEED_PRIOR
010790782C,9010790782,20180108,20171208,9150.11,SEED_PRIOR
010791323C,9010791323,20180418,,,NO_PLOAN
010791405C,9010791405,20180418,,,NO_PLOAN
010791498C,9010791498,20180501,20170501,4690.0,SEED_PRIOR
010792541C,9010792541,20180424,20170424,1470.89,SEED_PRIOR
010792705C,9010792705,20180503,20170503,3216.23,SEED_PRIOR
010792706C,9010792706,20180503,20170503,2253.49,SEED_PRIOR
010792884C,9010792884,20180507,,,NO_PLOAN
010792961C,9010792961,20180515,,,NO_PLOAN
010792997C,9010792997,20180515,,,NO_PLOAN
010793582C,9010793582,20180716,,,NO_PLOAN
010793727C,9010793727,20180515,,,NO_PLOAN
010793737C,9010793737,20180521,20110815,0.0,SEED_PRIOR
010793830C,9010793830,20180523,,,NO_PLOAN
010794098C,9010794098,20180514,,,NO_PLOAN
